Aygır,Ülke Adı,Irk Adı,Koşan Tay Adet,Kazanan Yavru Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
BÜLENT,TÜRKİYE,İngiliz,6.0,3.0,94.0,7.0,17.0,15.0,14.0,8.0,7.0,18.0,16.0,15.0,9.0,",00"
HİLALÜZZAMAN.25/68,TÜRKİYE,Arap,4.0,2.0,102.0,7.0,8.0,9.0,16.0,18.0,7.0,8.0,9.0,16.0,18.0,",00"
MITICO,TÜRKİYE,İngiliz,5.0,3.0,97.0,7.0,5.0,9.0,15.0,8.0,7.0,5.0,9.0,15.0,8.0,"2.258.668,75"
RODOPLU,TÜRKİYE,İngiliz,6.0,3.0,103.0,7.0,7.0,12.0,8.0,11.0,7.0,7.0,12.0,8.0,11.0,"1.458.650,00"
MEDAALY,İNGİLTERE,İngiliz,4.0,3.0,117.0,7.0,12.0,10.0,14.0,13.0,6.0,10.0,9.0,12.0,11.0,"202.702,50"
SORGUNBEYİ,TÜRKİYE,İngiliz,6.0,3.0,108.0,7.0,9.0,9.0,10.0,13.0,6.0,8.0,8.0,9.0,12.0,"292.450,00"
SİLAHŞÖR,TÜRKİYE,Arap,9.0,2.0,115.0,7.0,7.0,8.0,16.0,13.0,6.0,6.0,7.0,14.0,11.0,"217.800,00"
ÖZBEYAZ,TÜRKİYE,Arap,6.0,2.0,116.0,7.0,13.0,15.0,10.0,5.0,6.0,11.0,13.0,9.0,4.0,"431.260,00"
SAGEBURG,İRLANDA,İngiliz,2.0,1.0,114.0,7.0,12.0,15.0,23.0,14.0,6.0,11.0,13.0,20.0,12.0,"743.080,00"
DALAYLA,TÜRKİYE,Arap,14.0,6.0,127.0,7.0,10.0,11.0,8.0,6.0,6.0,8.0,9.0,6.0,5.0,"473.560,00"
GILITTER,TÜRKİYE,İngiliz,7.0,4.0,119.0,7.0,13.0,13.0,15.0,15.0,6.0,11.0,11.0,13.0,13.0,"580.445,00"
ALTINÇEKİÇ,TÜRKİYE,Arap,11.0,6.0,111.0,7.0,11.0,17.0,18.0,11.0,6.0,10.0,15.0,16.0,10.0,"2.219.270,00"
GÖĞEBAKAN,TÜRKİYE,Arap,9.0,4.0,124.0,7.0,12.0,6.0,10.0,16.0,6.0,10.0,5.0,8.0,13.0,"1.966.142,50"
BAŞSEKLAVİ,TÜRKİYE,Arap,11.0,5.0,111.0,7.0,11.0,9.0,14.0,9.0,6.0,10.0,8.0,13.0,8.0,"4.492.172,50"
SAM HOLME,İRLANDA,İngiliz,9.0,3.0,136.0,7.0,11.0,7.0,9.0,10.0,5.0,8.0,5.0,7.0,7.0,"230.760,00"
CANBOLAT,TÜRKİYE,Arap,6.0,3.0,144.0,7.0,7.0,15.0,7.0,12.0,5.0,5.0,10.0,5.0,8.0,"275.990,00"
AKDONAT,TÜRKİYE,Arap,4.0,1.0,141.0,7.0,6.0,4.0,10.0,19.0,5.0,4.0,3.0,7.0,13.0,"234.950,00"
YUNUSCAN,TÜRKİYE,Arap,14.0,7.0,146.0,7.0,12.0,5.0,12.0,17.0,5.0,8.0,3.0,8.0,12.0,"317.330,00"
BAYDANHAN,TÜRKİYE,Arap,9.0,4.0,151.0,7.0,11.0,10.0,8.0,9.0,5.0,7.0,7.0,5.0,6.0,"314.700,00"
AKMAN,TÜRKİYE,Arap,11.0,6.0,146.0,7.0,10.0,8.0,18.0,16.0,5.0,7.0,5.0,12.0,11.0,"434.092,50"
KURUŞ.20/67,TÜRKİYE,Arap,3.0,2.0,141.0,7.0,12.0,22.0,19.0,19.0,5.0,9.0,16.0,13.0,13.0,",00"
INVASION,İRLANDA,İngiliz,16.0,2.0,129.0,7.0,15.0,14.0,8.0,11.0,5.0,12.0,11.0,6.0,9.0,"823.967,50"
ATTİLA,TÜRKİYE,İngiliz,14.0,4.0,187.0,7.0,13.0,13.0,14.0,28.0,4.0,7.0,7.0,7.0,15.0,"173.620,00"
DETENATOR,TÜRKİYE,İngiliz,12.0,3.0,197.0,7.0,17.0,5.0,14.0,22.0,4.0,9.0,3.0,7.0,11.0,"217.807,80"
CAPERENA,TÜRKİYE,İngiliz,10.0,4.0,188.0,7.0,11.0,9.0,16.0,27.0,4.0,6.0,5.0,9.0,14.0,"287.100,00"
KOMANDO,TÜRKİYE,Arap,11.0,7.0,191.0,7.0,6.0,15.0,19.0,16.0,4.0,3.0,8.0,10.0,8.0,"339.200,00"
ATLANTİK I,TÜRKİYE,İngiliz,10.0,5.0,189.0,7.0,11.0,18.0,16.0,25.0,4.0,6.0,10.0,8.0,13.0,"132,00"
PONTIAC,TÜRKİYE,İngiliz,7.0,3.0,166.0,7.0,8.0,15.0,23.0,18.0,4.0,5.0,9.0,14.0,11.0,"498.597,50"
NOBLE STAR,TÜRKİYE,İngiliz,11.0,4.0,225.0,7.0,14.0,17.0,16.0,21.0,3.0,6.0,8.0,7.0,9.0,"237.970,00"
TUNCAYBATUR,TÜRKİYE,Arap,5.0,3.0,201.0,7.0,16.0,19.0,18.0,23.0,3.0,8.0,9.0,9.0,11.0,"288.620,00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 1700 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
REMO,AVUSTURYA,Arap,22.0,6.0,276.0,7.0,9.0,16.0,26.0,39.0,3.0,3.0,6.0,9.0,14.0,"461.425,00"
BAŞIMTACI,TÜRKİYE,Arap,19.0,6.0,201.0,7.0,11.0,10.0,17.0,16.0,3.0,5.0,5.0,8.0,8.0,"493.472,50"
KADİRİM,TÜRKİYE,Arap,25.0,7.0,250.0,7.0,9.0,33.0,31.0,28.0,3.0,4.0,13.0,12.0,11.0,"1.359.967,50"
SAGIP,TÜRKİYE,İngiliz,15.0,3.0,297.0,7.0,11.0,24.0,27.0,44.0,2.0,4.0,8.0,9.0,15.0,"126.112,00"
ZARAK,FRANSA,İngiliz,1.0,1.0,13.0,6.0,3.0,3.0,1.0,0.0,46.0,23.0,23.0,8.0,0.0,"3.027.580,00"
SOVEREIGN GLEAM,İRLANDA,İngiliz,1.0,1.0,14.0,6.0,3.0,3.0,1.0,0.0,43.0,21.0,21.0,7.0,0.0,",00"
HENNESSY,ABD,İngiliz,2.0,2.0,19.0,6.0,4.0,2.0,2.0,0.0,32.0,21.0,11.0,11.0,0.0,"428.787,50"
SA'D.2/64,TÜRKİYE,Arap,1.0,1.0,20.0,6.0,2.0,4.0,1.0,0.0,30.0,10.0,20.0,5.0,0.0,",00"
EPAULETTE,AVUSTRALYA,İngiliz,2.0,2.0,20.0,6.0,4.0,2.0,1.0,2.0,30.0,20.0,10.0,5.0,10.0,"311.365,00"
FORZANDO,İNGİLTERE,İngiliz,2.0,2.0,21.0,6.0,7.0,1.0,1.0,1.0,29.0,33.0,5.0,5.0,5.0,"157.042,50"
RIFAPOUR,İRLANDA,İngiliz,1.0,1.0,21.0,6.0,5.0,5.0,1.0,2.0,29.0,24.0,24.0,5.0,10.0,"1.011.420,00"
BLAZE TO WIN,TÜRKİYE,İngiliz,3.0,2.0,22.0,6.0,4.0,4.0,3.0,2.0,27.0,18.0,18.0,14.0,9.0,"2.749.428,75"
JUKEBOX,İNGİLTERE,İngiliz,1.0,1.0,23.0,6.0,4.0,4.0,0.0,2.0,26.0,17.0,17.0,0.0,9.0,",00"
CURLIN,ABD,İngiliz,1.0,1.0,23.0,6.0,7.0,1.0,1.0,1.0,26.0,30.0,4.0,4.0,4.0,"563.550,00"
HİLALÜZZAMAN.15/64,TÜRKİYE,Arap,1.0,1.0,24.0,6.0,2.0,6.0,2.0,3.0,25.0,8.0,25.0,8.0,12.0,",00"
PRESERVATIONIST,ABD,İngiliz,1.0,1.0,24.0,6.0,5.0,6.0,3.0,1.0,25.0,21.0,25.0,12.0,4.0,"3.314.795,00"
PLEASANT TAP,ABD,İngiliz,2.0,1.0,28.0,6.0,4.0,2.0,4.0,1.0,21.0,14.0,7.0,14.0,4.0,"221.361,65"
BABAKARTAL,TÜRKİYE,Arap,3.0,2.0,29.0,6.0,1.0,1.0,2.0,0.0,21.0,3.0,3.0,7.0,0.0,"250.250,00"
BEAU REPAIRE,TÜRKİYE,İngiliz,2.0,1.0,29.0,6.0,8.0,6.0,3.0,2.0,21.0,28.0,21.0,10.0,7.0,",00"
REPENT,ABD,İngiliz,1.0,1.0,30.0,6.0,4.0,6.0,4.0,3.0,20.0,13.0,20.0,13.0,10.0,"267.600,00"
WHITE SHADOW,TÜRKİYE,İngiliz,3.0,1.0,31.0,6.0,5.0,1.0,6.0,4.0,19.0,16.0,3.0,19.0,13.0,",00"
IGHTAM,ABD,İngiliz,2.0,1.0,33.0,6.0,4.0,3.0,9.0,3.0,18.0,12.0,9.0,27.0,9.0,",00"
WAZDANO,TÜRKİYE,İngiliz,4.0,1.0,36.0,6.0,5.0,3.0,5.0,5.0,17.0,14.0,8.0,14.0,14.0,"174.250,00"
NOBLE MISSION,İNGİLTERE,İngiliz,4.0,3.0,36.0,6.0,0.0,4.0,3.0,5.0,17.0,0.0,11.0,8.0,14.0,"771.971,25"
CAN.4,TÜRKİYE,Arap,1.0,1.0,36.0,6.0,4.0,5.0,0.0,12.0,17.0,11.0,14.0,0.0,33.0,",00"
SHAMALGAN,FRANSA,İngiliz,2.0,2.0,36.0,6.0,4.0,3.0,4.0,5.0,17.0,11.0,8.0,11.0,14.0,"1.196.298,75"
BALLAD ROCK,İRLANDA,İngiliz,2.0,1.0,37.0,6.0,5.0,1.0,4.0,2.0,16.0,14.0,3.0,11.0,5.0,"4.957,00"
PENNEKAMP,ABD,İngiliz,3.0,2.0,38.0,6.0,5.0,4.0,4.0,2.0,16.0,13.0,11.0,11.0,5.0,"160.620,00"
LORD OF ENGLAND,ALMANYA,İngiliz,5.0,3.0,37.0,6.0,3.0,4.0,4.0,6.0,16.0,8.0,11.0,11.0,16.0,"703.887,25"
SIGNA INFESTA,İNGİLTERE,İngiliz,1.0,1.0,37.0,6.0,4.0,3.0,7.0,5.0,16.0,11.0,8.0,19.0,14.0,",00"
BIONDETTI,ABD,İngiliz,1.0,1.0,41.0,6.0,7.0,4.0,5.0,6.0,15.0,17.0,10.0,12.0,15.0,"557.617,50"
SUPER STEP,TÜRKİYE,İngiliz,2.0,1.0,41.0,6.0,1.0,2.0,5.0,6.0,15.0,2.0,5.0,12.0,15.0,"451.352,50"
UÇARER,TÜRKİYE,Arap,3.0,3.0,40.0,6.0,7.0,3.0,4.0,4.0,15.0,18.0,8.0,10.0,10.0,"2.584.912,50"
ASTERN,AVUSTRALYA,İngiliz,3.0,2.0,39.0,6.0,8.0,6.0,5.0,1.0,15.0,21.0,15.0,13.0,3.0,"2.798.640,00"
KEEN,İNGİLTERE,İngiliz,1.0,1.0,42.0,6.0,4.0,5.0,3.0,3.0,14.0,10.0,12.0,7.0,7.0,"47.565,00"
UĞURAY,TÜRKİYE,İngiliz,3.0,2.0,43.0,6.0,4.0,4.0,3.0,5.0,14.0,9.0,9.0,7.0,12.0,"3.987,00"
HELIOSTATIC,İRLANDA,İngiliz,1.0,1.0,42.0,6.0,4.0,4.0,4.0,3.0,14.0,10.0,10.0,10.0,7.0,"245.800,00"
HÜRRİYET HAN,TÜRKİYE,İngiliz,2.0,2.0,42.0,6.0,6.0,3.0,6.0,10.0,14.0,14.0,7.0,14.0,24.0,",00"
VOODOO SONG,ABD,İngiliz,7.0,3.0,42.0,6.0,3.0,4.0,3.0,5.0,14.0,7.0,10.0,7.0,12.0,"2.249.822,50"
MY FREEDOM,TÜRKİYE,İngiliz,4.0,3.0,44.0,6.0,9.0,4.0,3.0,11.0,14.0,20.0,9.0,7.0,25.0,"3.693.852,50"
KING OF THE SUN,TÜRKİYE,İngiliz,5.0,2.0,44.0,6.0,5.0,2.0,9.0,5.0,14.0,11.0,5.0,20.0,11.0,"2.859.798,75"
ASLİ AZA,TÜRKİYE,İngiliz,2.0,1.0,45.0,6.0,5.0,3.0,2.0,3.0,13.0,11.0,7.0,4.0,7.0,",00"
ELBIO,İNGİLTERE,İngiliz,2.0,1.0,46.0,6.0,4.0,5.0,4.0,4.0,13.0,9.0,11.0,9.0,9.0,"259.160,00"
HURRICANE RUN,İRLANDA,İngiliz,3.0,1.0,46.0,6.0,4.0,2.0,3.0,2.0,13.0,9.0,4.0,7.0,4.0,"208.050,00"
TAMAYUZ,İNGİLTERE,İngiliz,3.0,3.0,46.0,6.0,5.0,6.0,0.0,6.0,13.0,11.0,13.0,0.0,13.0,"1.128.585,00"
NOIR ET OR,İNGİLTERE,İngiliz,1.0,1.0,46.0,6.0,6.0,10.0,7.0,6.0,13.0,13.0,22.0,15.0,13.0,",00"
CONGRATS,ABD,İngiliz,3.0,2.0,46.0,6.0,7.0,5.0,5.0,7.0,13.0,15.0,11.0,11.0,15.0,"834.567,50"
ERHAAB,ABD,İngiliz,2.0,1.0,52.0,6.0,0.0,6.0,4.0,7.0,12.0,0.0,12.0,8.0,13.0,"220.180,00"
EZHATIM,TÜRKİYE,Arap,1.0,1.0,52.0,6.0,6.0,5.0,3.0,7.0,12.0,12.0,10.0,6.0,13.0,"256.350,00"
ACLAIM,İRLANDA,İngiliz,2.0,1.0,50.0,6.0,12.0,6.0,7.0,9.0,12.0,24.0,12.0,14.0,18.0,"2.862.043,44"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 1750 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
SOLON,ALMANYA,İngiliz,1.0,1.0,54.0,6.0,8.0,10.0,6.0,5.0,11.0,15.0,19.0,11.0,9.0,"272.500,00"
TORRENTIAL,ABD,İngiliz,1.0,1.0,54.0,6.0,16.0,8.0,3.0,7.0,11.0,30.0,15.0,6.0,13.0,"410.800,00"
INDIAN HAVEN,İNGİLTERE,İngiliz,3.0,2.0,55.0,6.0,6.0,6.0,4.0,4.0,11.0,11.0,11.0,7.0,7.0,"261.900,00"
KEYKUBAT,TÜRKİYE,İngiliz,1.0,1.0,55.0,6.0,6.0,15.0,8.0,6.0,11.0,11.0,27.0,15.0,11.0,",00"
SA'D.97/58,TÜRKİYE,Arap,5.0,3.0,55.0,6.0,9.0,9.0,8.0,10.0,11.0,16.0,16.0,15.0,18.0,",00"
KARAESER,TÜRKİYE,Arap,6.0,3.0,55.0,6.0,3.0,2.0,7.0,14.0,11.0,5.0,4.0,13.0,25.0,"1.639.395,00"
CHARMER,İNGİLTERE,İngiliz,1.0,1.0,60.0,6.0,5.0,6.0,8.0,5.0,10.0,8.0,10.0,13.0,8.0,"157.200,00"
DUMANHAN,TÜRKİYE,Arap,7.0,1.0,59.0,6.0,5.0,8.0,2.0,2.0,10.0,8.0,14.0,3.0,3.0,"256.200,00"
ROMAN RULER,ABD,İngiliz,1.0,1.0,60.0,6.0,9.0,10.0,4.0,6.0,10.0,15.0,17.0,7.0,10.0,"264.652,50"
BERK.23/63,TÜRKİYE,Arap,1.0,1.0,63.0,6.0,13.0,7.0,14.0,10.0,10.0,21.0,11.0,22.0,16.0,",00"
HİLALÜZZAMAN.28/63,TÜRKİYE,Arap,1.0,1.0,58.0,6.0,10.0,13.0,8.0,14.0,10.0,17.0,22.0,14.0,24.0,",00"
OGHUZ,TÜRKİYE,İngiliz,3.0,3.0,58.0,6.0,13.0,8.0,10.0,4.0,10.0,22.0,14.0,17.0,7.0,"1.659.421,25"
MADRABAZ,TÜRKİYE,Arap,9.0,6.0,63.0,6.0,2.0,1.0,3.0,8.0,10.0,3.0,2.0,5.0,13.0,"2.777.982,50"
DAYJUR,ABD,İngiliz,2.0,2.0,66.0,6.0,7.0,4.0,4.0,6.0,9.0,11.0,6.0,6.0,9.0,"153.792,50"
GOLDEN KNIGHT,TÜRKİYE,İngiliz,2.0,1.0,68.0,6.0,4.0,10.0,10.0,7.0,9.0,6.0,15.0,15.0,10.0,"238.215,00"
MAGICAL WONDER,ABD,İngiliz,1.0,1.0,65.0,6.0,10.0,5.0,6.0,6.0,9.0,15.0,8.0,9.0,9.0,"201.960,00"
KAHYASI,İRLANDA,İngiliz,2.0,1.0,65.0,6.0,8.0,10.0,10.0,7.0,9.0,12.0,15.0,15.0,11.0,"252.470,00"
BLAZE OF SPEED,TÜRKİYE,İngiliz,3.0,2.0,68.0,6.0,5.0,13.0,4.0,6.0,9.0,7.0,19.0,6.0,9.0,"339.560,00"
SILENT NAME,JAPONYA,İngiliz,1.0,1.0,69.0,6.0,14.0,13.0,7.0,9.0,9.0,20.0,19.0,10.0,13.0,"521.975,00"
KARTAL,TÜRKİYE,İngiliz,4.0,3.0,65.0,6.0,9.0,6.0,8.0,6.0,9.0,14.0,9.0,12.0,9.0,",00"
MIDSUMMER NIGHT,ABD,İngiliz,1.0,1.0,69.0,6.0,5.0,13.0,12.0,13.0,9.0,7.0,19.0,17.0,19.0,",00"
KURUŞ.65/63,TÜRKİYE,Arap,2.0,1.0,64.0,6.0,10.0,6.0,8.0,6.0,9.0,16.0,9.0,12.0,9.0,",00"
AZMİ REİS,TÜRKİYE,Arap,7.0,3.0,67.0,6.0,3.0,5.0,9.0,2.0,9.0,4.0,7.0,13.0,3.0,"1.755.781,25"
AMONG MEN,ABD,İngiliz,5.0,2.0,74.0,6.0,4.0,8.0,12.0,5.0,8.0,5.0,11.0,16.0,7.0,"201.610,00"
AVERTI,İRLANDA,İngiliz,2.0,1.0,74.0,6.0,4.0,9.0,9.0,9.0,8.0,5.0,12.0,12.0,12.0,"212.730,00"
POPLAR BLUFF,İNGİLTERE,İngiliz,1.0,1.0,78.0,6.0,11.0,9.0,5.0,7.0,8.0,14.0,12.0,6.0,9.0,"212.242,50"
VEZİROĞLU,TÜRKİYE,Arap,6.0,2.0,79.0,6.0,5.0,2.0,7.0,3.0,8.0,6.0,3.0,9.0,4.0,"157.900,00"
DENİZCİ,TÜRKİYE,Arap,3.0,3.0,71.0,6.0,4.0,3.0,5.0,5.0,8.0,6.0,4.0,7.0,7.0,"147.180,00"
MONTE NEGRO,TÜRKİYE,İngiliz,3.0,1.0,78.0,6.0,6.0,12.0,8.0,7.0,8.0,8.0,15.0,10.0,9.0,"450.763,75"
FANCYMERA,TÜRKİYE,İngiliz,5.0,2.0,79.0,6.0,10.0,3.0,7.0,5.0,8.0,13.0,4.0,9.0,6.0,"380.900,00"
GUŞAV,TÜRKİYE,İngiliz,4.0,2.0,71.0,6.0,11.0,7.0,6.0,4.0,8.0,15.0,10.0,8.0,6.0,"345.620,00"
SA'D.107/56,TÜRKİYE,Arap,4.0,2.0,71.0,6.0,8.0,13.0,6.0,7.0,8.0,11.0,18.0,8.0,10.0,",00"
HELMET,AVUSTRALYA,İngiliz,5.0,2.0,79.0,6.0,7.0,10.0,9.0,7.0,8.0,9.0,13.0,11.0,9.0,"1.499.650,00"
KARABURUN,TÜRKİYE,Arap,9.0,3.0,74.0,6.0,6.0,1.0,2.0,4.0,8.0,8.0,1.0,3.0,5.0,"813.050,00"
DELİCİHAN,TÜRKİYE,Arap,2.0,1.0,75.0,6.0,12.0,4.0,14.0,10.0,8.0,16.0,5.0,19.0,13.0,"1.653.527,50"
İSMETHAN,TÜRKİYE,İngiliz,12.0,1.0,87.0,6.0,7.0,9.0,5.0,7.0,7.0,8.0,10.0,6.0,8.0,"276.750,00"
SEZENBEY,TÜRKİYE,Arap,10.0,5.0,91.0,6.0,2.0,8.0,7.0,5.0,7.0,2.0,9.0,8.0,5.0,"222.810,00"
DERVİŞ,TÜRKİYE,İngiliz,7.0,1.0,88.0,6.0,7.0,4.0,11.0,9.0,7.0,8.0,5.0,12.0,10.0,"278.725,00"
KIZLARAĞASI,TÜRKİYE,Arap,5.0,3.0,83.0,6.0,9.0,8.0,9.0,7.0,7.0,11.0,10.0,11.0,8.0,"512.160,00"
FAST COMPANY,İRLANDA,İngiliz,5.0,2.0,88.0,6.0,10.0,6.0,12.0,7.0,7.0,11.0,7.0,14.0,8.0,"707.746,25"
LEAR JET,İNGİLTERE,İngiliz,1.0,1.0,81.0,6.0,17.0,12.0,13.0,11.0,7.0,21.0,15.0,16.0,14.0,",00"
ALKURUŞ.61/52,TÜRKİYE,Arap,1.0,1.0,85.0,6.0,8.0,6.0,13.0,2.0,7.0,9.0,7.0,15.0,2.0,",00"
MAGICIAN,İRLANDA,İngiliz,3.0,3.0,87.0,6.0,12.0,8.0,11.0,5.0,7.0,14.0,9.0,13.0,6.0,"477.441,25"
AENEAS,TÜRKİYE,İngiliz,6.0,2.0,86.0,6.0,6.0,5.0,8.0,10.0,7.0,7.0,6.0,9.0,12.0,"454.791,25"
INCHINOR,İNGİLTERE,İngiliz,4.0,2.0,107.0,6.0,13.0,9.0,13.0,18.0,6.0,12.0,8.0,12.0,17.0,"255.965,00"
SÜPERTAY,TÜRKİYE,İngiliz,8.0,4.0,105.0,6.0,9.0,6.0,2.0,6.0,6.0,9.0,6.0,2.0,6.0,"198.814,90"
RÜZGARLI,TÜRKİYE,Arap,8.0,3.0,94.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,6.0,4.0,"124.880,00"
İZBIRAKAN,TÜRKİYE,Arap,5.0,4.0,106.0,6.0,3.0,6.0,2.0,12.0,6.0,3.0,6.0,2.0,11.0,"186.100,00"
NUHBABA,TÜRKİYE,İngiliz,11.0,4.0,108.0,6.0,3.0,6.0,10.0,12.0,6.0,3.0,6.0,9.0,11.0,"190.600,00"
FUNNYFAKE,TÜRKİYE,İngiliz,3.0,2.0,99.0,6.0,7.0,14.0,16.0,16.0,6.0,7.0,14.0,16.0,16.0,",00"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 1800 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
AYRTON,TÜRKİYE,İngiliz,7.0,4.0,103.0,6.0,12.0,9.0,13.0,16.0,6.0,12.0,9.0,13.0,16.0,"3.916.173,75"
FLYING CHEVRON,ABD,İngiliz,2.0,2.0,132.0,6.0,13.0,12.0,15.0,15.0,5.0,10.0,9.0,11.0,11.0,"288.598,50"
OHIO DANCER,FRANSA,İngiliz,6.0,2.0,115.0,6.0,9.0,17.0,6.0,12.0,5.0,8.0,15.0,5.0,10.0,"171.975,00"
MELİHHAN,TÜRKİYE,Arap,6.0,1.0,131.0,6.0,9.0,11.0,16.0,15.0,5.0,7.0,8.0,12.0,11.0,"388.870,00"
MR.NOBEL,TÜRKİYE,İngiliz,7.0,3.0,132.0,6.0,10.0,12.0,17.0,9.0,5.0,8.0,9.0,13.0,7.0,"330.400,00"
TERTİP,TÜRKİYE,Arap,9.0,2.0,129.0,6.0,6.0,4.0,13.0,7.0,5.0,5.0,3.0,10.0,5.0,"298.150,00"
DALHATOV,TÜRKİYE,Arap,8.0,3.0,118.0,6.0,8.0,9.0,11.0,11.0,5.0,7.0,8.0,9.0,9.0,"549.517,50"
EFEBEY,TÜRKİYE,Arap,10.0,4.0,110.0,6.0,4.0,5.0,11.0,8.0,5.0,4.0,5.0,10.0,7.0,"1.306.188,75"
MİNİFHAT OĞLU,TÜRKİYE,Arap,6.0,2.0,131.0,6.0,9.0,15.0,10.0,13.0,5.0,7.0,11.0,8.0,10.0,"1.554.483,75"
BELDE.1,TÜRKİYE,Arap,12.0,2.0,149.0,6.0,7.0,3.0,16.0,5.0,4.0,5.0,2.0,11.0,3.0,"159.175,00"
LONGRUN,TÜRKİYE,İngiliz,4.0,2.0,138.0,6.0,8.0,12.0,13.0,13.0,4.0,6.0,9.0,9.0,9.0,"256.600,00"
EJDERHA,TÜRKİYE,Arap,8.0,5.0,166.0,6.0,6.0,17.0,17.0,24.0,4.0,4.0,10.0,10.0,14.0,"281.350,00"
HIZEL BEYİ,TÜRKİYE,İngiliz,16.0,3.0,161.0,6.0,9.0,9.0,15.0,10.0,4.0,6.0,6.0,9.0,6.0,"307.000,00"
AYVERDİ,TÜRKİYE,Arap,9.0,4.0,142.0,6.0,12.0,9.0,16.0,17.0,4.0,8.0,6.0,11.0,12.0,"393.810,00"
VAKKAS,TÜRKİYE,Arap,15.0,3.0,140.0,6.0,7.0,3.0,10.0,12.0,4.0,5.0,2.0,7.0,9.0,"2.057.440,00"
RAGA NAVARRO,İTALYA,İngiliz,2.0,2.0,178.0,6.0,10.0,22.0,13.0,28.0,3.0,6.0,12.0,7.0,16.0,",00"
AYKUTBEY,TÜRKİYE,Arap,14.0,5.0,183.0,6.0,9.0,16.0,16.0,9.0,3.0,5.0,9.0,9.0,5.0,"258.300,00"
ALL THE GOOD,İRLANDA,İngiliz,23.0,4.0,188.0,6.0,6.0,9.0,8.0,22.0,3.0,3.0,5.0,4.0,12.0,"308.681,25"
KILIÇBAYLIM,TÜRKİYE,Arap,20.0,6.0,215.0,6.0,19.0,9.0,26.0,17.0,3.0,9.0,4.0,12.0,8.0,"1.163.198,75"
ÇAVUŞOĞLU,TÜRKİYE,Arap,10.0,4.0,173.0,6.0,6.0,11.0,6.0,16.0,3.0,3.0,6.0,3.0,9.0,"556.410,00"
GÜMÜŞTEKİN,TÜRKİYE,Arap,44.0,6.0,337.0,6.0,21.0,13.0,21.0,30.0,2.0,6.0,4.0,6.0,9.0,"483.597,50"
I WANT REVENGE,ABD,İngiliz,1.0,1.0,11.0,5.0,0.0,0.0,2.0,0.0,45.0,0.0,0.0,18.0,0.0,"226.600,00"
PAYNTER,ABD,İngiliz,1.0,1.0,12.0,5.0,1.0,3.0,3.0,0.0,42.0,8.0,25.0,25.0,0.0,"1.656.663,75"
PRINCE RUPERT,FRANSA,İngiliz,1.0,1.0,14.0,5.0,1.0,0.0,1.0,2.0,36.0,7.0,0.0,7.0,14.0,"10.820,00"
BLAZING SADDLES,AVUSTRALYA,İngiliz,1.0,1.0,14.0,5.0,2.0,2.0,1.0,3.0,36.0,14.0,14.0,7.0,21.0,",00"
OUR EMBLEM,ABD,İngiliz,1.0,1.0,15.0,5.0,1.0,2.0,2.0,1.0,33.0,7.0,13.0,13.0,7.0,"176.935,00"
SAHIB,İNGİLTERE,İngiliz,1.0,1.0,15.0,5.0,2.0,1.0,0.0,1.0,33.0,13.0,7.0,0.0,7.0,",00"
GALE FORCE TEN,İNGİLTERE,İngiliz,1.0,1.0,16.0,5.0,1.0,3.0,1.0,1.0,31.0,6.0,19.0,6.0,6.0,"173.092,50"
DON DESTELLO,TÜRKİYE,İngiliz,1.0,1.0,17.0,5.0,2.0,2.0,3.0,2.0,29.0,12.0,12.0,18.0,12.0,"2.128.250,00"
QUICK RATE,TÜRKİYE,İngiliz,1.0,1.0,17.0,5.0,1.0,2.0,1.0,3.0,29.0,6.0,12.0,6.0,18.0,"443.670,00"
PHOENIX OF SPAIN,İRLANDA,İngiliz,2.0,2.0,18.0,5.0,4.0,3.0,3.0,2.0,28.0,22.0,17.0,17.0,11.0,"2.807.550,00"
TAPWRIT,ABD,İngiliz,1.0,1.0,19.0,5.0,3.0,1.0,0.0,1.0,26.0,16.0,5.0,0.0,5.0,"1.338.025,00"
JOHANNESBURG,ABD,İngiliz,1.0,1.0,20.0,5.0,0.0,3.0,4.0,2.0,25.0,0.0,15.0,20.0,10.0,"147.150,00"
LONHRO,AVUSTRALYA,İngiliz,1.0,1.0,20.0,5.0,5.0,1.0,1.0,1.0,25.0,25.0,5.0,5.0,5.0,"495.615,00"
LIBRETTIST,ABD,İngiliz,2.0,1.0,22.0,5.0,4.0,3.0,2.0,3.0,23.0,18.0,14.0,9.0,14.0,"210.200,00"
SEFİR BEY,TÜRKİYE,İngiliz,3.0,2.0,22.0,5.0,5.0,3.0,4.0,3.0,23.0,23.0,14.0,18.0,14.0,"3.230.527,50"
