Aygır,Ülke Adı,Irk Adı,Koşan Tay Adet,Kazanan Yavru Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
TUNABEYİ,TÜRKİYE,Arap,10.0,4.0,205.0,9.0,6.0,15.0,12.0,18.0,4.0,3.0,7.0,6.0,9.0,"533.112,50"
HİLALÜZZAMAN.28/54,TÜRKİYE,Arap,4.0,3.0,236.0,9.0,19.0,34.0,29.0,17.0,4.0,8.0,14.0,12.0,7.0,",00"
CAME HOME,ABD,İngiliz,1.0,1.0,17.0,8.0,4.0,2.0,0.0,0.0,47.0,24.0,12.0,0.0,0.0,"204.075,00"
DECLARATION OF WAR,ABD,İngiliz,1.0,1.0,17.0,8.0,2.0,1.0,2.0,0.0,47.0,12.0,6.0,12.0,0.0,"5.524.600,00"
FROSTED,ABD,İngiliz,2.0,2.0,20.0,8.0,5.0,6.0,0.0,1.0,40.0,25.0,30.0,0.0,5.0,"4.705.515,00"
AMER,SUUDİ ARABİSTAN,Arap,12.0,6.0,21.0,8.0,6.0,3.0,1.0,0.0,38.0,29.0,14.0,5.0,0.0,"2.369.771,97"
HARLAN'S HOLIDAY,ABD,İngiliz,3.0,2.0,21.0,8.0,8.0,1.0,0.0,0.0,38.0,38.0,5.0,0.0,0.0,"1.444.676,60"
AIR EXPRESS,İRLANDA,İngiliz,1.0,1.0,25.0,8.0,3.0,3.0,3.0,2.0,32.0,12.0,12.0,12.0,8.0,"206.780,00"
ÇÖL AVCISI,TÜRKİYE,Arap,4.0,3.0,28.0,8.0,1.0,1.0,0.0,1.0,29.0,4.0,4.0,0.0,4.0,"219.200,00"
TOUCHING WOOD,ABD,İngiliz,1.0,1.0,29.0,8.0,7.0,2.0,3.0,3.0,28.0,24.0,7.0,10.0,10.0,"3.785,00"
BACHELOR DUKE,ABD,İngiliz,3.0,1.0,34.0,8.0,1.0,2.0,5.0,1.0,24.0,3.0,6.0,15.0,3.0,"362.362,50"
MANE MINISTER,ABD,İngiliz,1.0,1.0,35.0,8.0,7.0,7.0,3.0,2.0,23.0,20.0,20.0,9.0,6.0,"184.060,00"
KANKARDEŞ,TÜRKİYE,Arap,2.0,2.0,37.0,8.0,5.0,2.0,1.0,1.0,22.0,14.0,5.0,3.0,3.0,"137.850,00"
VIKING RULER,AVUSTRALYA,İngiliz,1.0,1.0,37.0,8.0,4.0,7.0,2.0,4.0,22.0,11.0,19.0,5.0,11.0,"348.400,00"
LAST TYCOON,İRLANDA,İngiliz,2.0,2.0,39.0,8.0,8.0,6.0,2.0,5.0,21.0,21.0,15.0,5.0,13.0,"44.715,00"
NO LUTE,TÜRKİYE,İngiliz,1.0,1.0,39.0,8.0,8.0,8.0,6.0,3.0,21.0,21.0,21.0,15.0,8.0,",00"
YEDİKULELİ,TÜRKİYE,İngiliz,2.0,1.0,38.0,8.0,3.0,5.0,5.0,5.0,21.0,8.0,13.0,13.0,13.0,"618.560,00"
RED ROCKS,İRLANDA,İngiliz,3.0,1.0,40.0,8.0,0.0,5.0,4.0,4.0,20.0,0.0,12.0,10.0,10.0,"2.676.179,38"
RED RANSOM,ABD,İngiliz,1.0,1.0,42.0,8.0,4.0,6.0,2.0,6.0,19.0,10.0,14.0,5.0,14.0,"286.320,00"
BELMEZ,ABD,İngiliz,2.0,2.0,45.0,8.0,10.0,2.0,2.0,3.0,18.0,22.0,4.0,4.0,7.0,"147.050,00"
CELTIC SWING,İNGİLTERE,İngiliz,3.0,2.0,45.0,8.0,5.0,1.0,1.0,6.0,18.0,11.0,2.0,2.0,13.0,"234.100,00"
LEA,ABD,İngiliz,2.0,2.0,44.0,8.0,5.0,5.0,4.0,6.0,18.0,11.0,11.0,9.0,14.0,"1.135.251,25"
BRAZEN BEAU,AVUSTRALYA,İngiliz,3.0,1.0,44.0,8.0,7.0,10.0,6.0,6.0,18.0,16.0,23.0,14.0,14.0,"3.606.987,50"
CROCO ROUGE,İRLANDA,İngiliz,3.0,1.0,47.0,8.0,2.0,6.0,6.0,1.0,17.0,4.0,13.0,13.0,2.0,"122.692,50"
LOUP SOLITAIRE,ABD,İngiliz,2.0,1.0,46.0,8.0,5.0,4.0,5.0,5.0,17.0,11.0,9.0,11.0,11.0,"382.350,00"
LEROIDESANIMAUX,BREZİLYA,İngiliz,2.0,1.0,48.0,8.0,3.0,6.0,8.0,7.0,17.0,6.0,12.0,17.0,15.0,"379.162,50"
MIESQUES SON,ABD,İngiliz,1.0,1.0,51.0,8.0,6.0,9.0,4.0,3.0,16.0,12.0,18.0,8.0,6.0,"253.230,00"
FİLİNTA I,TÜRKİYE,İngiliz,2.0,2.0,51.0,8.0,17.0,9.0,9.0,4.0,16.0,33.0,18.0,18.0,8.0,",00"
EXCELEBRATION,İRLANDA,İngiliz,2.0,2.0,49.0,8.0,4.0,12.0,0.0,5.0,16.0,8.0,24.0,0.0,10.0,"620.446,25"
GOOD TIMES,İTALYA,İngiliz,2.0,1.0,53.0,8.0,6.0,7.0,6.0,7.0,15.0,11.0,13.0,11.0,13.0,",00"
MISWAKI,ABD,İngiliz,2.0,1.0,52.0,8.0,6.0,5.0,7.0,9.0,15.0,12.0,10.0,13.0,17.0,"269.400,00"
REFUSE TO BEND,İRLANDA,İngiliz,1.0,1.0,54.0,8.0,4.0,4.0,6.0,9.0,15.0,7.0,7.0,11.0,17.0,"194.475,00"
SİNCLAR,TÜRKİYE,İngiliz,3.0,2.0,52.0,8.0,5.0,7.0,2.0,10.0,15.0,10.0,13.0,4.0,19.0,"3.069.206,25"
BABA KEMAL,TÜRKİYE,İngiliz,5.0,1.0,59.0,8.0,4.0,5.0,4.0,7.0,14.0,7.0,8.0,7.0,12.0,"227.770,00"
FIRST TRUMP,İNGİLTERE,İngiliz,3.0,3.0,57.0,8.0,10.0,4.0,5.0,8.0,14.0,18.0,7.0,9.0,14.0,"550.360,00"
LE GLORIEUX,İNGİLTERE,İngiliz,2.0,2.0,57.0,8.0,8.0,7.0,8.0,7.0,14.0,14.0,12.0,14.0,12.0,",00"
BELLAMY ROAD,ABD,İngiliz,3.0,3.0,59.0,8.0,12.0,8.0,3.0,3.0,14.0,20.0,14.0,5.0,5.0,"429.250,00"
BAKİBEY,TÜRKİYE,Arap,6.0,3.0,57.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,12.0,5.0,5.0,"1.146.003,75"
DANZERO,AVUSTRALYA,İngiliz,1.0,1.0,60.0,8.0,2.0,10.0,9.0,11.0,13.0,3.0,17.0,15.0,18.0,"247.330,00"
DALAMAN,TÜRKİYE,Arap,2.0,1.0,60.0,8.0,9.0,7.0,8.0,6.0,13.0,15.0,12.0,13.0,10.0,"445.740,00"
SEFER,TÜRKİYE,Arap,3.0,2.0,63.0,8.0,6.0,5.0,6.0,9.0,13.0,10.0,8.0,10.0,14.0,",00"
DEVECİ FARUK,TÜRKİYE,İngiliz,3.0,2.0,67.0,8.0,4.0,7.0,11.0,5.0,12.0,6.0,10.0,16.0,7.0,"229.750,00"
FIORITO,TÜRKİYE,İngiliz,4.0,2.0,66.0,8.0,5.0,7.0,9.0,10.0,12.0,8.0,11.0,14.0,15.0,"312.500,00"
LORD SHANAKILL,ABD,İngiliz,2.0,2.0,74.0,8.0,5.0,10.0,8.0,6.0,11.0,7.0,14.0,11.0,8.0,"385.845,00"
BERK.34/40,TÜRKİYE,Arap,1.0,1.0,72.0,8.0,9.0,11.0,14.0,13.0,11.0,12.0,15.0,19.0,18.0,",00"
RACE DAY,ABD,İngiliz,2.0,2.0,70.0,8.0,7.0,11.0,11.0,9.0,11.0,10.0,16.0,16.0,13.0,"1.342.213,75"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 1550 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
ALHIJAZ,İNGİLTERE,İngiliz,3.0,2.0,79.0,8.0,7.0,4.0,6.0,5.0,10.0,9.0,5.0,8.0,6.0,"215.355,00"
BRAVE ACT,İNGİLTERE,İngiliz,1.0,1.0,80.0,8.0,13.0,5.0,6.0,13.0,10.0,16.0,6.0,8.0,16.0,"366.140,00"
CROFTER,ABD,İngiliz,2.0,2.0,80.0,8.0,9.0,8.0,13.0,9.0,10.0,11.0,10.0,16.0,11.0,",00"
DESERT SUN,İNGİLTERE,İngiliz,3.0,2.0,83.0,8.0,12.0,10.0,11.0,8.0,10.0,14.0,12.0,13.0,10.0,"306.427,50"
BYRON,İNGİLTERE,İngiliz,4.0,4.0,79.0,8.0,9.0,6.0,9.0,8.0,10.0,11.0,8.0,11.0,10.0,"316.545,00"
BACHELOR SON,İRLANDA,İngiliz,10.0,3.0,82.0,8.0,5.0,11.0,7.0,7.0,10.0,6.0,13.0,9.0,9.0,"720.762,50"
ŞİMŞEĞİM,TÜRKİYE,Arap,4.0,3.0,84.0,8.0,6.0,10.0,7.0,7.0,10.0,7.0,12.0,8.0,8.0,"1.682.511,25"
IŞIKHÜZMESİ,TÜRKİYE,İngiliz,5.0,2.0,77.0,8.0,6.0,7.0,4.0,13.0,10.0,8.0,9.0,5.0,17.0,"1.811.436,25"
HADEER,İNGİLTERE,İngiliz,3.0,3.0,91.0,8.0,9.0,8.0,8.0,10.0,9.0,10.0,9.0,9.0,11.0,"393,00"
MARCHAND DE SABLE,İRLANDA,İngiliz,2.0,2.0,85.0,8.0,12.0,7.0,7.0,3.0,9.0,14.0,8.0,8.0,4.0,"269.830,00"
EGEBATUR,TÜRKİYE,Arap,5.0,2.0,87.0,8.0,5.0,5.0,3.0,5.0,9.0,6.0,6.0,3.0,6.0,"152.245,00"
İSTANBUL,TÜRKİYE,İngiliz,3.0,3.0,88.0,8.0,12.0,5.0,11.0,6.0,9.0,14.0,6.0,12.0,7.0,"602.091,25"
LASHKARI,İNGİLTERE,İngiliz,3.0,3.0,97.0,8.0,18.0,7.0,12.0,9.0,8.0,19.0,7.0,12.0,9.0,"85,00"
ÇAKICI YUSUF,TÜRKİYE,Arap,7.0,3.0,101.0,8.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0,"386.200,00"
ASKERKILIÇ,TÜRKİYE,Arap,1.0,1.0,101.0,8.0,14.0,9.0,6.0,6.0,8.0,14.0,9.0,6.0,6.0,"205.180,00"
BOZOĞLU,TÜRKİYE,Arap,7.0,2.0,98.0,8.0,4.0,8.0,9.0,11.0,8.0,4.0,8.0,9.0,11.0,"225.780,00"
BELIEVE ME,FRANSA,İngiliz,4.0,1.0,101.0,8.0,4.0,8.0,7.0,15.0,8.0,4.0,8.0,7.0,15.0,"49.620,50"
BERK.45/64,TÜRKİYE,Arap,2.0,2.0,98.0,8.0,10.0,15.0,15.0,13.0,8.0,10.0,15.0,15.0,13.0,",00"
REPRIMAND,İNGİLTERE,İngiliz,5.0,4.0,109.0,8.0,9.0,16.0,9.0,5.0,7.0,8.0,15.0,8.0,5.0,"162.130,00"
SUNDAY SURPRISE,TÜRKİYE,İngiliz,9.0,2.0,116.0,8.0,10.0,11.0,7.0,14.0,7.0,9.0,9.0,6.0,12.0,"210.990,00"
HIGH COURT,TÜRKİYE,İngiliz,7.0,4.0,118.0,8.0,7.0,11.0,14.0,23.0,7.0,6.0,9.0,12.0,19.0,"438.365,00"
DİZDAR BEY,TÜRKİYE,Arap,9.0,3.0,119.0,8.0,13.0,13.0,8.0,9.0,7.0,11.0,11.0,7.0,8.0,"2.818.642,50"
HERE TO FLY,TÜRKİYE,İngiliz,11.0,4.0,115.0,8.0,14.0,17.0,12.0,8.0,7.0,12.0,15.0,10.0,7.0,"3.911.571,25"
PRINCE OF BIRDS,ABD,İngiliz,8.0,4.0,144.0,8.0,16.0,13.0,17.0,9.0,6.0,11.0,9.0,12.0,6.0,"232.898,75"
ALTAYLI.1,TÜRKİYE,Arap,3.0,2.0,139.0,8.0,17.0,13.0,10.0,11.0,6.0,12.0,9.0,7.0,8.0,",00"
MON AMOUR I,TÜRKİYE,İngiliz,11.0,3.0,135.0,8.0,4.0,2.0,6.0,8.0,6.0,3.0,1.0,4.0,6.0,"151.715,00"
GÜNDÜZYELİ,TÜRKİYE,Arap,4.0,1.0,144.0,8.0,10.0,12.0,20.0,12.0,6.0,7.0,8.0,14.0,8.0,"372.240,00"
ATAMAN,TÜRKİYE,Arap,6.0,4.0,125.0,8.0,14.0,7.0,8.0,6.0,6.0,11.0,6.0,6.0,5.0,"250.350,00"
ALWAYS SURPRISE,TÜRKİYE,İngiliz,7.0,6.0,143.0,8.0,11.0,10.0,11.0,13.0,6.0,8.0,7.0,8.0,9.0,"329.675,00"
SULTANS OF SWING,TÜRKİYE,İngiliz,6.0,4.0,129.0,8.0,9.0,13.0,11.0,14.0,6.0,7.0,10.0,9.0,11.0,"567.460,00"
GENERAL MONASH,ABD,İngiliz,7.0,4.0,151.0,8.0,11.0,6.0,15.0,16.0,5.0,7.0,4.0,10.0,11.0,"239.767,50"
TOY-TOY,TÜRKİYE,Arap,12.0,7.0,172.0,8.0,10.0,13.0,17.0,14.0,5.0,6.0,8.0,10.0,8.0,"268.860,00"
ÖZGÜNAY,TÜRKİYE,Arap,11.0,6.0,175.0,8.0,8.0,14.0,11.0,14.0,5.0,5.0,8.0,6.0,8.0,"320.010,00"
HORON,TÜRKİYE,İngiliz,11.0,4.0,146.0,8.0,8.0,6.0,9.0,14.0,5.0,5.0,4.0,6.0,10.0,"240.690,00"
DOĞANASLAN,TÜRKİYE,Arap,8.0,3.0,159.0,8.0,9.0,12.0,6.0,20.0,5.0,6.0,8.0,4.0,13.0,"312.150,00"
KOCABEY,TÜRKİYE,Arap,9.0,1.0,149.0,8.0,12.0,9.0,6.0,11.0,5.0,8.0,6.0,4.0,7.0,"972.756,25"
PAYİDARBEY,TÜRKİYE,Arap,8.0,5.0,157.0,8.0,19.0,16.0,21.0,12.0,5.0,12.0,10.0,13.0,8.0,"1.301.426,25"
BUZKAYA,TÜRKİYE,Arap,6.0,4.0,152.0,8.0,12.0,17.0,17.0,21.0,5.0,8.0,11.0,11.0,14.0,"3.067.962,50"
ZÜMRÜTBEY,TÜRKİYE,İngiliz,11.0,3.0,210.0,8.0,10.0,15.0,8.0,15.0,4.0,5.0,7.0,4.0,7.0,"214.684,00"
DAĞDELEN,TÜRKİYE,Arap,20.0,5.0,187.0,8.0,12.0,7.0,15.0,17.0,4.0,6.0,4.0,8.0,9.0,"419.720,00"
GÜNCANHAN,TÜRKİYE,Arap,15.0,7.0,216.0,8.0,14.0,24.0,23.0,30.0,4.0,6.0,11.0,11.0,14.0,"2.647.902,50"
ARTISTA,AVUSTURYA,Arap,12.0,2.0,222.0,8.0,8.0,14.0,10.0,21.0,4.0,4.0,6.0,5.0,9.0,"209.720,00"
ALTAY.4,TÜRKİYE,Arap,10.0,5.0,206.0,8.0,20.0,16.0,9.0,12.0,4.0,10.0,8.0,4.0,6.0,"273.680,00"
TURBATUR,TÜRKİYE,Arap,20.0,6.0,223.0,8.0,12.0,20.0,14.0,16.0,4.0,5.0,9.0,6.0,7.0,"234.130,00"
BOKSÖR,TÜRKİYE,Arap,12.0,4.0,263.0,8.0,14.0,19.0,19.0,18.0,3.0,5.0,7.0,7.0,7.0,"345.410,00"
HİLALÜZZAMAN.114/63,TÜRKİYE,Arap,7.0,3.0,233.0,8.0,22.0,23.0,11.0,26.0,3.0,9.0,10.0,5.0,11.0,",00"
SUN KING,ABD,İngiliz,1.0,1.0,16.0,7.0,3.0,2.0,2.0,0.0,44.0,19.0,12.0,12.0,0.0,"286.875,00"
WELSH SAINT,İNGİLTERE,İngiliz,2.0,1.0,18.0,7.0,0.0,3.0,2.0,1.0,39.0,0.0,17.0,11.0,6.0,",00"
SPECTACULAR BID,ABD,İngiliz,1.0,1.0,19.0,7.0,1.0,2.0,1.0,1.0,37.0,5.0,11.0,5.0,5.0,"54.685,00"
RELIABLE MAN,İNGİLTERE,İngiliz,2.0,2.0,19.0,7.0,3.0,1.0,2.0,2.0,37.0,16.0,5.0,11.0,11.0,"1.105.437,50"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 1600 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
TASLEET,İNGİLTERE,İngiliz,1.0,1.0,21.0,7.0,6.0,3.0,2.0,2.0,33.0,29.0,14.0,10.0,10.0,"2.235.222,50"
PRODUCER,İNGİLTERE,İngiliz,2.0,1.0,23.0,7.0,4.0,4.0,2.0,2.0,30.0,17.0,17.0,9.0,9.0,"4.299.130,00"
NATIONAL DEFENSE,İNGİLTERE,İngiliz,3.0,2.0,25.0,7.0,8.0,1.0,4.0,0.0,28.0,32.0,4.0,16.0,0.0,"3.985.210,00"
UNBLEST,İNGİLTERE,İngiliz,2.0,1.0,26.0,7.0,5.0,3.0,2.0,2.0,27.0,19.0,12.0,8.0,8.0,"182.110,00"
SOCIETY ROCK,İRLANDA,İngiliz,1.0,1.0,28.0,7.0,6.0,2.0,2.0,1.0,25.0,21.0,7.0,7.0,4.0,"528.275,00"
SUPERLATIVE,İRLANDA,İngiliz,2.0,1.0,29.0,7.0,3.0,2.0,1.0,3.0,24.0,10.0,7.0,3.0,10.0,"1.280,00"
ALTINYEL,TÜRKİYE,Arap,1.0,1.0,30.0,7.0,3.0,3.0,1.0,3.0,23.0,10.0,10.0,3.0,10.0,"255.990,00"
CROWNED PRINCE,ABD,İngiliz,1.0,1.0,30.0,7.0,8.0,7.0,3.0,3.0,23.0,27.0,23.0,10.0,10.0,",00"
INTO MISCHIEF,ABD,İngiliz,1.0,1.0,34.0,7.0,5.0,6.0,7.0,2.0,21.0,15.0,18.0,21.0,6.0,"474.305,00"
ALWUHUSH,ABD,İngiliz,2.0,1.0,38.0,7.0,3.0,2.0,6.0,7.0,18.0,8.0,5.0,16.0,18.0,"156.305,00"
BROCCO,ABD,İngiliz,1.0,1.0,38.0,7.0,8.0,6.0,3.0,3.0,18.0,21.0,16.0,8.0,8.0,"371.920,00"
MISSED FLIGHT,İNGİLTERE,İngiliz,2.0,1.0,44.0,7.0,10.0,6.0,4.0,3.0,16.0,23.0,14.0,9.0,7.0,"462.760,00"
ODYLE,ABD,İngiliz,1.0,1.0,43.0,7.0,5.0,6.0,1.0,1.0,16.0,12.0,14.0,2.0,2.0,"165.290,00"
PERSIAN HEIGHTS,İNGİLTERE,İngiliz,1.0,1.0,43.0,7.0,4.0,6.0,5.0,4.0,16.0,9.0,14.0,12.0,9.0,"42.155,00"
HAAFHD,İNGİLTERE,İngiliz,3.0,2.0,43.0,7.0,5.0,7.0,4.0,1.0,16.0,12.0,16.0,9.0,2.0,"471.043,50"
BRILLIANT SPEED,ABD,İngiliz,2.0,2.0,45.0,7.0,9.0,5.0,4.0,5.0,16.0,20.0,11.0,9.0,11.0,"469.090,00"
FATH,İRLANDA,İngiliz,1.0,1.0,48.0,7.0,7.0,9.0,7.0,4.0,15.0,15.0,19.0,15.0,8.0,"331.950,00"
QUIA D'ORSAY,TÜRKİYE,İngiliz,2.0,1.0,47.0,7.0,6.0,5.0,9.0,5.0,15.0,13.0,11.0,19.0,11.0,",00"
THE LUMBER GUY,ABD,İngiliz,1.0,1.0,47.0,7.0,12.0,6.0,6.0,1.0,15.0,26.0,13.0,13.0,2.0,"696.149,06"
CONT COMPADOR,TÜRKİYE,İngiliz,6.0,1.0,50.0,7.0,4.0,4.0,4.0,10.0,14.0,8.0,8.0,8.0,20.0,",00"
MANSINGH,ABD,İngiliz,2.0,1.0,51.0,7.0,4.0,4.0,7.0,5.0,14.0,8.0,8.0,14.0,10.0,",00"
AY IŞIĞI,TÜRKİYE,İngiliz,2.0,2.0,49.0,7.0,6.0,7.0,5.0,3.0,14.0,12.0,14.0,10.0,6.0,",00"
RONALDİNHO,TÜRKİYE,İngiliz,4.0,1.0,50.0,7.0,2.0,3.0,4.0,5.0,14.0,4.0,6.0,8.0,10.0,"215.075,00"
KURUŞ.66/52,TÜRKİYE,Arap,2.0,1.0,51.0,7.0,7.0,1.0,7.0,8.0,14.0,14.0,2.0,14.0,16.0,",00"
KENMARE,FRANSA,İngiliz,2.0,2.0,54.0,7.0,7.0,9.0,8.0,8.0,13.0,13.0,17.0,15.0,15.0,"21.062,50"
NASHWAN,ABD,İngiliz,2.0,2.0,54.0,7.0,13.0,5.0,10.0,7.0,13.0,24.0,9.0,19.0,13.0,"842.990,00"
BIRDSTONE,ABD,İngiliz,2.0,2.0,55.0,7.0,10.0,6.0,7.0,4.0,13.0,18.0,11.0,13.0,7.0,"558.182,50"
ENRIQUE,İNGİLTERE,İngiliz,1.0,1.0,56.0,7.0,7.0,4.0,10.0,6.0,12.0,12.0,7.0,18.0,11.0,"219.070,00"
NORDICO,ABD,İngiliz,1.0,1.0,58.0,7.0,10.0,3.0,9.0,5.0,12.0,17.0,5.0,16.0,9.0,"30.694,00"
TURGEON,ABD,İngiliz,3.0,1.0,60.0,7.0,4.0,5.0,8.0,3.0,12.0,7.0,8.0,13.0,5.0,"154.060,00"
ROCK HARD TEN,ABD,İngiliz,2.0,2.0,56.0,7.0,7.0,8.0,4.0,9.0,12.0,12.0,14.0,7.0,16.0,"401.150,00"
KEFAAH,ABD,İngiliz,1.0,1.0,65.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,15.0,"33,00"
SALSE,ABD,İngiliz,3.0,3.0,63.0,7.0,6.0,4.0,3.0,5.0,11.0,10.0,6.0,5.0,8.0,"189.580,00"
XAAR,İNGİLTERE,İngiliz,2.0,2.0,61.0,7.0,10.0,4.0,3.0,7.0,11.0,16.0,7.0,5.0,11.0,"299.450,00"
BERDUSH,TÜRKİYE,Arap,2.0,2.0,61.0,7.0,12.0,10.0,8.0,12.0,11.0,20.0,16.0,13.0,20.0,"454.730,00"
SADUNCA,TÜRKİYE,İngiliz,4.0,1.0,64.0,7.0,5.0,5.0,9.0,3.0,11.0,8.0,8.0,14.0,5.0,"278.000,00"
LINNGARI,İRLANDA,İngiliz,2.0,2.0,62.0,7.0,8.0,8.0,11.0,8.0,11.0,13.0,13.0,18.0,13.0,"419.125,00"
HARD SPUN,ABD,İngiliz,8.0,2.0,61.0,7.0,8.0,10.0,4.0,8.0,11.0,13.0,16.0,7.0,13.0,"1.033.054,60"
DRAGON PULSE,İRLANDA,İngiliz,3.0,3.0,66.0,7.0,6.0,10.0,8.0,5.0,11.0,9.0,15.0,12.0,8.0,"918.460,00"
KURUŞ.18/62,TÜRKİYE,Arap,2.0,1.0,63.0,7.0,9.0,6.0,5.0,5.0,11.0,14.0,10.0,8.0,8.0,",00"
EFE.2,TÜRKİYE,Arap,2.0,1.0,64.0,7.0,13.0,9.0,6.0,7.0,11.0,20.0,14.0,9.0,11.0,",00"
ERTÜRK,TÜRKİYE,Arap,2.0,2.0,66.0,7.0,8.0,1.0,7.0,7.0,11.0,12.0,2.0,11.0,11.0,"1.954.396,25"
SUMMER FRONT,ABD,İngiliz,3.0,2.0,62.0,7.0,5.0,7.0,5.0,7.0,11.0,8.0,11.0,8.0,11.0,"1.249.618,75"
CHEVALIER,İRLANDA,İngiliz,1.0,1.0,72.0,7.0,10.0,8.0,6.0,9.0,10.0,14.0,11.0,8.0,12.0,"383.110,25"
KING'S BEST,ABD,İngiliz,3.0,1.0,67.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,4.0,6.0,6.0,"284.810,40"
ACCLAMATION,İNGİLTERE,İngiliz,3.0,1.0,72.0,7.0,13.0,10.0,8.0,8.0,10.0,18.0,14.0,11.0,11.0,"467.662,00"
ARAGORN,İRLANDA,İngiliz,2.0,2.0,69.0,7.0,16.0,7.0,4.0,6.0,10.0,23.0,10.0,6.0,9.0,"357.531,25"
MAHARADCHA,TÜRKİYE,İngiliz,2.0,1.0,68.0,7.0,13.0,9.0,9.0,6.0,10.0,19.0,13.0,13.0,9.0,"488.100,00"
YAMANYİĞİT,TÜRKİYE,Arap,5.0,4.0,69.0,7.0,6.0,1.0,7.0,6.0,10.0,9.0,1.0,10.0,9.0,"253.490,00"
SUNGURBERK,TÜRKİYE,Arap,4.0,1.0,69.0,7.0,8.0,2.0,10.0,6.0,10.0,12.0,3.0,14.0,9.0,"884.726,25"
"Daha Fazla Sonuç Göster
                        
 
                        Toplam 3553 sonuçtan 1650 tanesi gösteriliyor
                    
Başa Dön


                 
            


                    Yükleniyor...",,,,,,,,,,,,,,,,
S'AD.41/60,TÜRKİYE,Arap,4.0,2.0,67.0,7.0,3.0,12.0,6.0,13.0,10.0,4.0,18.0,9.0,19.0,",00"
PYRAMOS,TÜRKİYE,İngiliz,5.0,3.0,67.0,7.0,5.0,2.0,7.0,7.0,10.0,7.0,3.0,10.0,10.0,"539.915,00"
UÇANKRAL,TÜRKİYE,Arap,5.0,3.0,68.0,7.0,5.0,5.0,9.0,8.0,10.0,7.0,7.0,13.0,12.0,"2.776.376,25"
FORMIDABLE,ABD,İngiliz,2.0,2.0,74.0,7.0,11.0,8.0,5.0,8.0,9.0,15.0,11.0,7.0,11.0,"35.528,00"
GROOM DANCER,ABD,İngiliz,4.0,2.0,76.0,7.0,5.0,8.0,7.0,7.0,9.0,7.0,11.0,9.0,9.0,"132.420,00"
JABBAR,TÜRKİYE,İngiliz,4.0,2.0,75.0,7.0,6.0,16.0,14.0,6.0,9.0,8.0,21.0,19.0,8.0,"286.525,00"
SIMON DU DESERT,FRANSA,İngiliz,2.0,2.0,79.0,7.0,7.0,8.0,9.0,6.0,9.0,9.0,10.0,11.0,8.0,"180.262,60"
TUNÇBİLEK,TÜRKİYE,Arap,11.0,3.0,79.0,7.0,9.0,6.0,9.0,10.0,9.0,11.0,8.0,11.0,13.0,"247.450,00"
DOMINO,TÜRKİYE,İngiliz,5.0,3.0,74.0,7.0,6.0,15.0,9.0,12.0,9.0,8.0,20.0,12.0,16.0,",00"
SA'D.55/65,TÜRKİYE,Arap,1.0,1.0,78.0,7.0,16.0,12.0,12.0,14.0,9.0,21.0,15.0,15.0,18.0,",00"
FARUKİ,TÜRKİYE,Arap,5.0,3.0,79.0,7.0,8.0,7.0,6.0,13.0,9.0,10.0,9.0,8.0,16.0,"2.020.217,50"
BAŞKURT,TÜRKİYE,İngiliz,6.0,2.0,92.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,10.0,"319.970,00"
ROYAL APPLAUSE,İNGİLTERE,İngiliz,4.0,2.0,84.0,7.0,10.0,9.0,5.0,7.0,8.0,12.0,11.0,6.0,8.0,"306.620,00"
TARSUS,TÜRKİYE,İngiliz,11.0,4.0,91.0,7.0,5.0,7.0,10.0,8.0,8.0,5.0,8.0,11.0,9.0,"189.050,00"
COMPETUS,TÜRKİYE,İngiliz,3.0,2.0,85.0,7.0,7.0,9.0,9.0,6.0,8.0,8.0,11.0,11.0,7.0,"508.980,00"
ÇELİKSÖMEK,TÜRKİYE,Arap,6.0,3.0,92.0,7.0,4.0,13.0,6.0,10.0,8.0,4.0,14.0,7.0,11.0,"591.660,00"
EFSANETAY,TÜRKİYE,Arap,7.0,3.0,91.0,7.0,9.0,8.0,6.0,6.0,8.0,10.0,9.0,7.0,7.0,"1.855.245,00"
CLASSIC CLICHE,İRLANDA,İngiliz,7.0,2.0,98.0,7.0,5.0,4.0,8.0,10.0,7.0,5.0,4.0,8.0,10.0,"175.360,00"
DARNAY,İNGİLTERE,İngiliz,6.0,3.0,98.0,7.0,12.0,6.0,9.0,6.0,7.0,12.0,6.0,9.0,6.0,"156.712,50"
SHIROCCO,ALMANYA,İngiliz,3.0,2.0,106.0,7.0,6.0,4.0,5.0,12.0,7.0,6.0,4.0,5.0,11.0,"288.310,00"
