Kısrak,Ülke Adı,Irk Adı,Koşan Tay Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
SAPHA.20,TÜRKİYE,Arap,4.0,185.0,6.0,22.0,12.0,21.0,25.0,3.0,12.0,6.0,11.0,14.0,"115.820,00"
MABUHAY I,TÜRKİYE,İngiliz,6.0,180.0,6.0,15.0,15.0,21.0,21.0,3.0,8.0,8.0,12.0,12.0,"310.804,60"
ZAHİDE.33,TÜRKİYE,Arap,12.0,210.0,6.0,7.0,19.0,15.0,17.0,3.0,3.0,9.0,7.0,8.0,"271.360,00"
ADLE.9,TÜRKİYE,Arap,1.0,6.0,5.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,17.0,0.0,",00"
CIRCLE OF CHALK,FRANSA,İngiliz,1.0,7.0,5.0,1.0,1.0,0.0,0.0,71.0,14.0,14.0,0.0,0.0,"79.500,00"
AMARİ,TÜRKİYE,İngiliz,1.0,7.0,5.0,1.0,0.0,0.0,1.0,71.0,14.0,0.0,0.0,14.0,"3.025.650,00"
ONE SHOW ONLY,ABD,İngiliz,1.0,7.0,5.0,1.0,0.0,1.0,0.0,71.0,14.0,0.0,14.0,0.0,"3.189.150,00"
EGELİ,TÜRKİYE,İngiliz,1.0,8.0,5.0,0.0,1.0,0.0,0.0,62.0,0.0,12.0,0.0,0.0,",00"
BONORVA,İRLANDA,İngiliz,1.0,9.0,5.0,0.0,0.0,1.0,1.0,56.0,0.0,0.0,11.0,11.0,"273.000,00"
WINTER ACONITE,İRLANDA,İngiliz,2.0,9.0,5.0,2.0,1.0,0.0,0.0,56.0,22.0,11.0,0.0,0.0,"3.821.680,00"
PROUD AND ELATED,FRANSA,İngiliz,1.0,9.0,5.0,4.0,0.0,0.0,0.0,56.0,44.0,0.0,0.0,0.0,"2.648.210,00"
FERRÜZER,TÜRKİYE,İngiliz,1.0,10.0,5.0,1.0,1.0,2.0,0.0,50.0,10.0,10.0,20.0,0.0,",00"
HOOP OF COLOUR,ABD,İngiliz,1.0,10.0,5.0,3.0,0.0,1.0,1.0,50.0,30.0,0.0,10.0,10.0,"2.941.125,00"
SABIKA.119,TÜRKİYE,Arap,1.0,11.0,5.0,4.0,1.0,1.0,0.0,45.0,36.0,9.0,9.0,0.0,",00"
LOVING CUP,ABD,İngiliz,1.0,12.0,5.0,3.0,2.0,0.0,0.0,42.0,25.0,17.0,0.0,0.0,"227.800,00"
POWDER BOWL,ABD,İngiliz,1.0,12.0,5.0,1.0,2.0,0.0,0.0,42.0,8.0,17.0,0.0,0.0,"243.300,00"
ETERNAL LOVE,TÜRKİYE,İngiliz,1.0,12.0,5.0,2.0,3.0,0.0,2.0,42.0,17.0,25.0,0.0,17.0,"1.446.872,50"
GALVESTON BAY,ABD,İngiliz,1.0,12.0,5.0,1.0,3.0,3.0,0.0,42.0,8.0,25.0,25.0,0.0,"1.656.663,75"
ASCOLI,İRLANDA,İngiliz,1.0,14.0,5.0,1.0,0.0,1.0,2.0,36.0,7.0,0.0,7.0,14.0,"10.820,00"
TINA ROSA,İNGİLTERE,İngiliz,1.0,14.0,5.0,2.0,0.0,1.0,4.0,36.0,14.0,0.0,7.0,29.0,"212.250,00"
BEYZANUR,TÜRKİYE,İngiliz,1.0,14.0,5.0,5.0,1.0,1.0,0.0,36.0,36.0,7.0,7.0,0.0,",00"
VICTORY INMY VEINS,TÜRKİYE,İngiliz,1.0,14.0,5.0,0.0,2.0,1.0,1.0,36.0,0.0,14.0,7.0,7.0,"1.445.665,00"
ADELE,TÜRKİYE,İngiliz,2.0,14.0,5.0,0.0,2.0,2.0,2.0,36.0,0.0,14.0,14.0,14.0,"1.223.370,00"
GEÇGELANNA,TÜRKİYE,Arap,2.0,14.0,5.0,1.0,0.0,0.0,0.0,36.0,7.0,0.0,0.0,0.0,"1.138.550,00"
ICELANDIC HOPE,FRANSA,İngiliz,1.0,15.0,5.0,0.0,2.0,3.0,3.0,33.0,0.0,13.0,20.0,20.0,"158.771,25"
MAGICAL PEACE,İRLANDA,İngiliz,2.0,15.0,5.0,4.0,1.0,1.0,1.0,33.0,27.0,7.0,7.0,7.0,"266.265,00"
İNAZUMA,TÜRKİYE,İngiliz,1.0,15.0,5.0,1.0,3.0,1.0,0.0,33.0,7.0,20.0,7.0,0.0,"862.385,00"
CRAFTY ANGEL,ABD,İngiliz,1.0,15.0,5.0,2.0,2.0,3.0,1.0,33.0,13.0,13.0,20.0,7.0,"2.283.210,00"
EDEN BULUR,TÜRKİYE,İngiliz,1.0,17.0,5.0,0.0,2.0,3.0,1.0,29.0,0.0,12.0,18.0,6.0,"422.423,75"
SAADETCİM,TÜRKİYE,İngiliz,1.0,17.0,5.0,1.0,6.0,0.0,0.0,29.0,6.0,35.0,0.0,0.0,"935.525,00"
DURUZEYNEP,TÜRKİYE,Arap,1.0,18.0,5.0,2.0,1.0,0.0,5.0,28.0,11.0,6.0,0.0,28.0,"534.955,00"
GENIUS GIRL,TÜRKİYE,İngiliz,1.0,18.0,5.0,8.0,2.0,2.0,1.0,28.0,44.0,11.0,11.0,6.0,"2.622.805,00"
BEST GIRL FRIEND,İNGİLTERE,İngiliz,1.0,19.0,5.0,2.0,2.0,3.0,2.0,26.0,11.0,11.0,16.0,11.0,"230.470,00"
MUSIC OF THE NIGHT,TÜRKİYE,İngiliz,2.0,19.0,5.0,3.0,2.0,1.0,1.0,26.0,16.0,11.0,5.0,5.0,"201.840,00"
KEMİYETÜLIRAK.27,TÜRKİYE,Arap,1.0,19.0,5.0,2.0,2.0,2.0,3.0,26.0,11.0,11.0,11.0,16.0,",00"
GÜLÜM TURBO,TÜRKİYE,Arap,2.0,19.0,5.0,7.0,1.0,0.0,0.0,26.0,37.0,5.0,0.0,0.0,"677.005,00"
BLUE SHINING,ABD,İngiliz,2.0,19.0,5.0,3.0,0.0,4.0,3.0,26.0,16.0,0.0,21.0,16.0,"1.144.085,00"
WORLD STAGE,TÜRKİYE,İngiliz,3.0,19.0,5.0,3.0,0.0,2.0,0.0,26.0,16.0,0.0,11.0,0.0,"1.804.925,00"
ÜZÜMKAYA,TÜRKİYE,Arap,2.0,19.0,5.0,2.0,0.0,2.0,2.0,26.0,11.0,0.0,11.0,11.0,"1.803.027,50"
SİMAYKOÇ,TÜRKİYE,İngiliz,1.0,19.0,5.0,1.0,3.0,3.0,2.0,26.0,5.0,16.0,16.0,11.0,"2.046.942,50"
CHO CHO CAT,ABD,İngiliz,1.0,19.0,5.0,3.0,1.0,0.0,1.0,26.0,16.0,5.0,0.0,5.0,"1.338.025,00"
ANOTHERMOUTHTOFEED,ABD,İngiliz,2.0,19.0,5.0,5.0,5.0,1.0,1.0,26.0,26.0,26.0,5.0,5.0,"2.142.277,50"
KIVILCIM,TÜRKİYE,Arap,1.0,19.0,5.0,4.0,2.0,2.0,2.0,26.0,21.0,11.0,11.0,11.0,"2.705.382,50"
ZEYNEP SULTAN,TÜRKİYE,Arap,1.0,19.0,5.0,3.0,1.0,1.0,2.0,26.0,16.0,5.0,5.0,11.0,"2.265.395,00"
SOVIET MAID,İRLANDA,İngiliz,1.0,20.0,5.0,1.0,1.0,2.0,1.0,25.0,5.0,5.0,10.0,5.0,"112.485,00"
ANATOLIAN CAT,TÜRKİYE,İngiliz,2.0,20.0,5.0,5.0,1.0,0.0,2.0,25.0,25.0,5.0,0.0,10.0,"182.600,00"
BALLI,TÜRKİYE,Arap,2.0,20.0,5.0,2.0,2.0,0.0,2.0,25.0,10.0,10.0,0.0,10.0,"274.900,00"
YOUR FLAME IN ME,ABD,İngiliz,1.0,20.0,5.0,5.0,1.0,1.0,1.0,25.0,25.0,5.0,5.0,5.0,"495.615,00"
CENKERKIZI,TÜRKİYE,Arap,2.0,20.0,5.0,1.0,0.0,2.0,4.0,25.0,5.0,0.0,10.0,20.0,"601.536,25"
ABİDE TAY,TÜRKİYE,Arap,2.0,20.0,5.0,1.0,4.0,2.0,0.0,25.0,5.0,20.0,10.0,0.0,"927.130,00"
NAAN,İRLANDA,İngiliz,1.0,20.0,5.0,6.0,0.0,1.0,0.0,25.0,30.0,0.0,5.0,0.0,"1.427.150,00"
MAHİZARKIZ,TÜRKİYE,Arap,1.0,20.0,5.0,2.0,1.0,4.0,5.0,25.0,10.0,5.0,20.0,25.0,"1.653.996,25"
WILD HEART,TÜRKİYE,İngiliz,2.0,20.0,5.0,2.0,2.0,2.0,0.0,25.0,10.0,10.0,10.0,0.0,"1.273.510,00"
ADARIKA,İRLANDA,İngiliz,1.0,21.0,5.0,1.0,0.0,1.0,1.0,24.0,5.0,0.0,5.0,5.0,"96.322,50"
BOUNTY BAY,İRLANDA,İngiliz,1.0,21.0,5.0,4.0,1.0,1.0,3.0,24.0,19.0,5.0,5.0,14.0,",00"
MY CARAMI,FRANSA,İngiliz,4.0,21.0,5.0,2.0,2.0,1.0,4.0,24.0,10.0,10.0,5.0,19.0,",00"
PERSIAN TOPESTRY,İNGİLTERE,İngiliz,1.0,21.0,5.0,6.0,3.0,1.0,2.0,24.0,29.0,14.0,5.0,10.0,"117.140,00"
YAPRAK,TÜRKİYE,İngiliz,2.0,21.0,5.0,4.0,6.0,2.0,0.0,24.0,19.0,29.0,10.0,0.0,",00"
GITANES,TÜRKİYE,İngiliz,1.0,21.0,5.0,3.0,2.0,4.0,3.0,24.0,14.0,10.0,19.0,14.0,",00"
GÜZÇİÇEĞİ,TÜRKİYE,Arap,2.0,21.0,5.0,0.0,2.0,3.0,2.0,24.0,0.0,10.0,14.0,10.0,"2.110.615,00"
SIR PERDESİ,TÜRKİYE,Arap,1.0,21.0,5.0,4.0,1.0,2.0,2.0,24.0,19.0,5.0,10.0,10.0,"1.683.197,50"
FADO,TÜRKİYE,İngiliz,1.0,21.0,5.0,4.0,2.0,3.0,2.0,24.0,19.0,10.0,14.0,10.0,"675.050,00"
KEVSER HANIM,TÜRKİYE,İngiliz,1.0,21.0,5.0,3.0,2.0,2.0,1.0,24.0,14.0,10.0,10.0,5.0,"1.941.025,00"
SKY DANCER,İNGİLTERE,İngiliz,1.0,22.0,5.0,0.0,2.0,2.0,5.0,23.0,0.0,9.0,9.0,23.0,"5.015,00"
SHANTUNG SILK,İRLANDA,İngiliz,2.0,22.0,5.0,4.0,3.0,2.0,2.0,23.0,18.0,14.0,9.0,9.0,"210.200,00"
ANNESLEY,İRLANDA,İngiliz,4.0,22.0,5.0,1.0,2.0,3.0,0.0,23.0,5.0,9.0,14.0,0.0,"1.521.750,00"
BELLE HONOR,İNGİLTERE,İngiliz,1.0,22.0,5.0,5.0,4.0,3.0,2.0,23.0,23.0,18.0,14.0,9.0,",00"
MIDNIGHT HIGH,TÜRKİYE,İngiliz,1.0,22.0,5.0,1.0,4.0,0.0,4.0,23.0,5.0,18.0,0.0,18.0,"987.965,00"
CHARME DISCRET,İNGİLTERE,İngiliz,1.0,23.0,5.0,3.0,5.0,1.0,0.0,22.0,13.0,22.0,4.0,0.0,"163.975,00"
DASH CASCADE,İNGİLTERE,İngiliz,1.0,23.0,5.0,3.0,0.0,3.0,1.0,22.0,13.0,0.0,13.0,4.0,"10.726,00"
HEROS PRIDE,FRANSA,İngiliz,1.0,23.0,5.0,2.0,0.0,1.0,2.0,22.0,9.0,0.0,4.0,9.0,"109.162,50"
TEZOLA,TÜRKİYE,Arap,1.0,23.0,5.0,1.0,1.0,4.0,5.0,22.0,4.0,4.0,17.0,22.0,"731.400,00"
MÜHÜR,TÜRKİYE,İngiliz,2.0,23.0,5.0,4.0,1.0,1.0,4.0,22.0,17.0,4.0,4.0,17.0,"661.537,50"
KÖRFEZ SULTANI,TÜRKİYE,Arap,1.0,24.0,5.0,2.0,3.0,3.0,2.0,21.0,8.0,12.0,12.0,8.0,"214.500,00"
AISWARIA,TÜRKİYE,İngiliz,1.0,24.0,5.0,3.0,4.0,0.0,0.0,21.0,12.0,17.0,0.0,0.0,"318.490,00"
MERZUKA.21,TÜRKİYE,Arap,1.0,24.0,5.0,2.0,0.0,6.0,5.0,21.0,8.0,0.0,25.0,21.0,",00"
LAVIN,TÜRKİYE,İngiliz,2.0,24.0,5.0,4.0,4.0,4.0,0.0,21.0,17.0,17.0,17.0,0.0,"3.290.905,00"
MATADOR KIZ,TÜRKİYE,İngiliz,1.0,24.0,5.0,4.0,3.0,3.0,2.0,21.0,17.0,12.0,12.0,8.0,"1.571.216,25"
MY INFINITY,TÜRKİYE,İngiliz,1.0,24.0,5.0,4.0,2.0,4.0,3.0,21.0,17.0,8.0,17.0,12.0,"2.005.105,00"
INSOMNIA,TÜRKİYE,İngiliz,1.0,24.0,5.0,2.0,0.0,4.0,3.0,21.0,8.0,0.0,17.0,12.0,"1.050.352,50"
LOVE SPICE,İNGİLTERE,İngiliz,1.0,24.0,5.0,6.0,4.0,1.0,2.0,21.0,25.0,17.0,4.0,8.0,"4.771.220,00"
CİCİSÜLÜN,TÜRKİYE,İngiliz,2.0,25.0,5.0,3.0,1.0,3.0,2.0,20.0,12.0,4.0,12.0,8.0,"125.050,00"
DESERT WISH,İNGİLTERE,İngiliz,1.0,25.0,5.0,7.0,1.0,5.0,0.0,20.0,28.0,4.0,20.0,0.0,"79.020,00"
MİNİME,TÜRKİYE,İngiliz,1.0,25.0,5.0,6.0,5.0,4.0,1.0,20.0,24.0,20.0,16.0,4.0,",00"
ŞERZETÜLHAVVA.20,TÜRKİYE,Arap,2.0,25.0,5.0,2.0,5.0,5.0,3.0,20.0,8.0,20.0,20.0,12.0,",00"
LEGA NORD,TÜRKİYE,İngiliz,1.0,25.0,5.0,2.0,3.0,5.0,1.0,20.0,8.0,12.0,20.0,4.0,"1.171.102,50"
JACKIE O'MINE,ABD,İngiliz,2.0,25.0,5.0,7.0,4.0,4.0,1.0,20.0,28.0,16.0,16.0,4.0,"2.274.843,75"
RED ICE,ABD,İngiliz,1.0,26.0,5.0,2.0,5.0,4.0,1.0,19.0,8.0,19.0,15.0,4.0,"176.770,00"
SASSY IVY,ABD,İngiliz,2.0,27.0,5.0,2.0,3.0,2.0,2.0,19.0,7.0,11.0,7.0,7.0,"188.655,00"
FIZZY POP,İNGİLTERE,İngiliz,2.0,27.0,5.0,4.0,2.0,3.0,2.0,19.0,15.0,7.0,11.0,7.0,"132.562,50"
BEST MODEL,TÜRKİYE,İngiliz,2.0,27.0,5.0,2.0,1.0,2.0,2.0,19.0,7.0,4.0,7.0,7.0,"180.250,00"
SİPSE,TÜRKİYE,İngiliz,2.0,27.0,5.0,8.0,4.0,3.0,2.0,19.0,30.0,15.0,11.0,7.0,"772.225,00"
NURTEK,TÜRKİYE,İngiliz,3.0,26.0,5.0,1.0,2.0,6.0,1.0,19.0,4.0,8.0,23.0,4.0,",00"
BELDE,TÜRKİYE,Arap,1.0,27.0,5.0,5.0,3.0,3.0,5.0,19.0,19.0,11.0,11.0,19.0,",00"
EVA,ALMANYA,İngiliz,1.0,26.0,5.0,0.0,1.0,2.0,5.0,19.0,0.0,4.0,8.0,19.0,"257.125,00"
MAHPERI,İRLANDA,İngiliz,2.0,27.0,5.0,3.0,3.0,5.0,3.0,19.0,11.0,11.0,19.0,11.0,"641.182,50"
DEMİRGÖK,TÜRKİYE,Arap,3.0,27.0,5.0,5.0,5.0,2.0,3.0,19.0,19.0,19.0,7.0,11.0,"5.556.397,50"
HARLEY QUINN,TÜRKİYE,İngiliz,1.0,27.0,5.0,4.0,6.0,3.0,2.0,19.0,15.0,22.0,11.0,7.0,"1.392.016,25"
SİNCAP GÜL,TÜRKİYE,İngiliz,1.0,26.0,5.0,6.0,3.0,3.0,2.0,19.0,23.0,12.0,12.0,8.0,"449.880,00"
MY SWEET LADY,TÜRKİYE,İngiliz,1.0,26.0,5.0,6.0,7.0,3.0,4.0,19.0,23.0,27.0,12.0,15.0,"2.446.438,75"
TUMBUL FUNDA,TÜRKİYE,Arap,2.0,27.0,5.0,1.0,2.0,1.0,3.0,19.0,4.0,7.0,4.0,11.0,"1.370.052,50"
RUHUGÜLEN,TÜRKİYE,Arap,2.0,27.0,5.0,3.0,3.0,3.0,2.0,19.0,11.0,11.0,11.0,7.0,"2.466.863,75"
EMPOWERMENT,ABD,İngiliz,2.0,27.0,5.0,3.0,5.0,7.0,3.0,19.0,11.0,19.0,26.0,11.0,"1.348.720,00"
TIERRA,TÜRKİYE,İngiliz,3.0,28.0,5.0,5.0,4.0,2.0,0.0,18.0,18.0,14.0,7.0,0.0,"380.500,00"
AFRANUR,TÜRKİYE,Arap,2.0,28.0,5.0,4.0,3.0,2.0,2.0,18.0,14.0,11.0,7.0,7.0,"2.459.965,00"
TWINSEA,TÜRKİYE,İngiliz,3.0,28.0,5.0,3.0,3.0,2.0,4.0,18.0,11.0,11.0,7.0,14.0,"1.196.845,00"
KATHMANDU,TÜRKİYE,Arap,3.0,28.0,5.0,2.0,5.0,1.0,0.0,18.0,7.0,18.0,4.0,0.0,"1.276.355,00"
TALİA HANIM,TÜRKİYE,İngiliz,2.0,28.0,5.0,3.0,3.0,5.0,8.0,18.0,11.0,11.0,18.0,29.0,"2.326.992,50"
GRAFTON STREET,ALMANYA,İngiliz,1.0,29.0,5.0,2.0,4.0,3.0,4.0,17.0,7.0,14.0,10.0,14.0,"36.965,00"
LADY OF MAN,İNGİLTERE,İngiliz,1.0,29.0,5.0,4.0,3.0,5.0,0.0,17.0,14.0,10.0,17.0,0.0,"104.032,50"
RHEGMA,İNGİLTERE,İngiliz,4.0,30.0,5.0,5.0,1.0,5.0,0.0,17.0,17.0,3.0,17.0,0.0,"173.170,00"
DORUHATUN,TÜRKİYE,Arap,2.0,29.0,5.0,3.0,2.0,5.0,2.0,17.0,10.0,7.0,17.0,7.0,"105.585,00"
ARGIT,TÜRKİYE,İngiliz,1.0,29.0,5.0,3.0,4.0,7.0,4.0,17.0,10.0,14.0,24.0,14.0,"261.450,00"
NEVER PINK,FRANSA,İngiliz,2.0,29.0,5.0,5.0,3.0,2.0,1.0,17.0,17.0,10.0,7.0,3.0,"181.500,00"
AŞİKAR,TÜRKİYE,Arap,2.0,29.0,5.0,3.0,2.0,3.0,4.0,17.0,10.0,7.0,10.0,14.0,"409.946,25"
SABIKA.58,TÜRKİYE,Arap,1.0,30.0,5.0,6.0,4.0,3.0,3.0,17.0,20.0,13.0,10.0,10.0,",00"
OYUNCU.8,TÜRKİYE,Arap,2.0,30.0,5.0,4.0,5.0,6.0,4.0,17.0,13.0,17.0,20.0,13.0,",00"
FINDIK.11/58,TÜRKİYE,Arap,2.0,29.0,5.0,1.0,3.0,6.0,3.0,17.0,3.0,10.0,21.0,10.0,",00"
TİPİ.1,TÜRKİYE,Arap,1.0,29.0,5.0,6.0,11.0,2.0,1.0,17.0,21.0,38.0,7.0,3.0,",00"
MESRURE.14,TÜRKİYE,Arap,1.0,29.0,5.0,5.0,6.0,4.0,5.0,17.0,17.0,21.0,14.0,17.0,",00"
KIRIMGÜLÜ,TÜRKİYE,Arap,1.0,30.0,5.0,2.0,3.0,5.0,3.0,17.0,7.0,10.0,17.0,10.0,"1.203.101,25"
MANDARİN,TÜRKİYE,İngiliz,2.0,30.0,5.0,4.0,7.0,5.0,1.0,17.0,13.0,23.0,17.0,3.0,"1.535.652,50"
CANTERBURY,İNGİLTERE,İngiliz,3.0,29.0,5.0,5.0,4.0,1.0,1.0,17.0,17.0,14.0,3.0,3.0,"2.019.788,75"
KALPKIRAN,TÜRKİYE,Arap,1.0,30.0,5.0,3.0,3.0,0.0,4.0,17.0,10.0,10.0,0.0,13.0,"1.304.100,00"
EXACTLY A THOUSAND,FRANSA,İngiliz,1.0,32.0,5.0,6.0,4.0,1.0,3.0,16.0,19.0,12.0,3.0,9.0,"118.260,00"
ROSE CHANELLE,İNGİLTERE,İngiliz,2.0,31.0,5.0,8.0,8.0,2.0,1.0,16.0,26.0,26.0,6.0,3.0,"70.240,00"
AKSEL,TÜRKİYE,Arap,3.0,31.0,5.0,3.0,4.0,2.0,1.0,16.0,10.0,13.0,6.0,3.0,"180.050,00"
SERDESİRE,İNGİLTERE,İngiliz,2.0,31.0,5.0,3.0,3.0,2.0,1.0,16.0,10.0,10.0,6.0,3.0,"130.180,00"
REINE MAUVE,TÜRKİYE,İngiliz,1.0,31.0,5.0,0.0,2.0,2.0,4.0,16.0,0.0,6.0,6.0,13.0,"158.500,00"
SISTER GIRL,ABD,İngiliz,1.0,31.0,5.0,4.0,1.0,3.0,2.0,16.0,13.0,3.0,10.0,6.0,"134.962,50"
BONFIRE,TÜRKİYE,İngiliz,2.0,31.0,5.0,2.0,3.0,2.0,3.0,16.0,6.0,10.0,6.0,10.0,"875.178,75"
WANGO BELLA,TÜRKİYE,İngiliz,3.0,32.0,5.0,5.0,2.0,0.0,4.0,16.0,16.0,6.0,0.0,12.0,"413.962,50"
NURPINARI,TÜRKİYE,Arap,2.0,31.0,5.0,3.0,4.0,6.0,2.0,16.0,10.0,13.0,19.0,6.0,"1.272.671,25"
DEVRAN,TÜRKİYE,Arap,1.0,32.0,5.0,4.0,3.0,7.0,3.0,16.0,12.0,9.0,22.0,9.0,"799.940,00"
ALNAZ,TÜRKİYE,Arap,2.0,31.0,5.0,7.0,4.0,2.0,2.0,16.0,23.0,13.0,6.0,6.0,"4.558.920,00"
TEKFORD FEYZA,TÜRKİYE,Arap,2.0,32.0,5.0,3.0,2.0,3.0,2.0,16.0,9.0,6.0,9.0,6.0,"1.505.772,50"
WESTERN ROSE,TÜRKİYE,İngiliz,2.0,31.0,5.0,5.0,8.0,3.0,2.0,16.0,16.0,26.0,10.0,6.0,"1.540.355,00"
JUNGLE LAW,TÜRKİYE,İngiliz,3.0,32.0,5.0,3.0,4.0,5.0,7.0,16.0,9.0,12.0,16.0,22.0,"1.493.045,00"
INTARSIA,ALMANYA,İngiliz,1.0,32.0,5.0,3.0,4.0,5.0,3.0,16.0,9.0,12.0,16.0,9.0,"1.550.170,00"
VENUS DAUGHTER,TÜRKİYE,İngiliz,1.0,31.0,5.0,1.0,3.0,5.0,3.0,16.0,3.0,10.0,16.0,10.0,"2.012.560,00"
HELIANTHEMUM,ABD,İngiliz,3.0,33.0,5.0,4.0,1.0,2.0,2.0,15.0,12.0,3.0,6.0,6.0,"128.750,00"
RİNSA,TÜRKİYE,İngiliz,4.0,33.0,5.0,4.0,2.0,3.0,4.0,15.0,12.0,6.0,9.0,12.0,"160.250,00"
ALACAKAYA,TÜRKİYE,İngiliz,2.0,33.0,5.0,1.0,1.0,3.0,3.0,15.0,3.0,3.0,9.0,9.0,"133.250,00"
BERİLNAZ,TÜRKİYE,İngiliz,1.0,34.0,5.0,5.0,7.0,2.0,0.0,15.0,15.0,21.0,6.0,0.0,"333.560,00"
KAPPA DUE,TÜRKİYE,İngiliz,5.0,34.0,5.0,1.0,3.0,3.0,0.0,15.0,3.0,9.0,9.0,0.0,"314.172,50"
CALCULUS,TÜRKİYE,İngiliz,1.0,33.0,5.0,6.0,6.0,3.0,2.0,15.0,18.0,18.0,9.0,6.0,",00"
ZAHİDE.20,TÜRKİYE,Arap,4.0,33.0,5.0,5.0,4.0,7.0,6.0,15.0,15.0,12.0,21.0,18.0,",00"
MY MOON FACE,TÜRKİYE,İngiliz,3.0,33.0,5.0,8.0,5.0,7.0,1.0,15.0,24.0,15.0,21.0,3.0,"915.371,25"
DAMIANA,ABD,İngiliz,3.0,34.0,5.0,10.0,1.0,5.0,1.0,15.0,29.0,3.0,15.0,3.0,"2.324.925,00"
SOLMAZGÜL,TÜRKİYE,Arap,2.0,34.0,5.0,7.0,3.0,4.0,4.0,15.0,21.0,9.0,12.0,12.0,"1.925.260,00"
GELANA,TÜRKİYE,İngiliz,2.0,33.0,5.0,5.0,5.0,3.0,1.0,15.0,15.0,15.0,9.0,3.0,"776.623,75"
LEAVE ME ALONE,TÜRKİYE,İngiliz,3.0,33.0,5.0,6.0,8.0,3.0,6.0,15.0,18.0,24.0,9.0,18.0,"2.355.288,75"
NO CHARGE,İRLANDA,İngiliz,3.0,33.0,5.0,3.0,4.0,2.0,5.0,15.0,9.0,12.0,6.0,15.0,"534.777,50"
CHARMANT,TÜRKİYE,İngiliz,2.0,33.0,5.0,6.0,2.0,4.0,3.0,15.0,18.0,6.0,12.0,9.0,"1.267.645,00"
QUEEN GAIA,TÜRKİYE,İngiliz,2.0,34.0,5.0,12.0,6.0,5.0,3.0,15.0,35.0,18.0,15.0,9.0,"4.674.635,00"
İPSİZ KIZ,TÜRKİYE,İngiliz,2.0,33.0,5.0,4.0,6.0,2.0,6.0,15.0,12.0,18.0,6.0,18.0,"1.895.171,25"
ERFAN,TÜRKİYE,Arap,1.0,33.0,5.0,3.0,3.0,1.0,5.0,15.0,9.0,9.0,3.0,15.0,"1.744.852,50"
BLISSFUL EVENING,İNGİLTERE,İngiliz,1.0,36.0,5.0,7.0,4.0,3.0,4.0,14.0,19.0,11.0,8.0,11.0,"180.360,00"
CHIANTİ,TÜRKİYE,İngiliz,4.0,35.0,5.0,8.0,1.0,3.0,4.0,14.0,23.0,3.0,9.0,11.0,"130.870,00"
DELİLO,TÜRKİYE,İngiliz,3.0,35.0,5.0,2.0,0.0,1.0,2.0,14.0,6.0,0.0,3.0,6.0,"79.040,00"
NYALI BEACH,İRLANDA,İngiliz,3.0,36.0,5.0,1.0,8.0,1.0,2.0,14.0,3.0,22.0,3.0,6.0,"161.520,00"
SHARP DRESSER,ABD,İngiliz,1.0,36.0,5.0,5.0,0.0,2.0,2.0,14.0,14.0,0.0,6.0,6.0,"147.040,00"
GÜN IŞIK,TÜRKİYE,Arap,2.0,35.0,5.0,2.0,0.0,1.0,3.0,14.0,6.0,0.0,3.0,9.0,"102.700,00"
AYBENİZ,TÜRKİYE,İngiliz,5.0,37.0,5.0,2.0,6.0,3.0,1.0,14.0,5.0,16.0,8.0,3.0,"1.017.520,00"
ROYAL CAT,TÜRKİYE,İngiliz,4.0,37.0,5.0,5.0,3.0,4.0,5.0,14.0,14.0,8.0,11.0,14.0,"3.152.562,50"
WINTER FLOWER,TÜRKİYE,İngiliz,1.0,37.0,5.0,6.0,2.0,2.0,5.0,14.0,16.0,5.0,5.0,14.0,"708.112,50"
UP IN TIME,TÜRKİYE,İngiliz,2.0,35.0,5.0,3.0,5.0,6.0,2.0,14.0,9.0,14.0,17.0,6.0,"1.864.955,00"
NESİBE KIZ,TÜRKİYE,Arap,2.0,37.0,5.0,5.0,6.0,1.0,4.0,14.0,14.0,16.0,3.0,11.0,"2.423.978,75"
TATVAN GÜLÜ,TÜRKİYE,İngiliz,3.0,35.0,5.0,7.0,5.0,2.0,5.0,14.0,20.0,14.0,6.0,14.0,"2.280.277,50"
EXDARLING,TÜRKİYE,İngiliz,3.0,37.0,5.0,3.0,6.0,7.0,3.0,14.0,8.0,16.0,19.0,8.0,"875.638,75"
LOVING LADY,TÜRKİYE,İngiliz,2.0,36.0,5.0,5.0,6.0,8.0,4.0,14.0,14.0,17.0,22.0,11.0,"2.538.818,75"
EL JEFE,TÜRKİYE,İngiliz,1.0,37.0,5.0,8.0,7.0,6.0,4.0,14.0,22.0,19.0,16.0,11.0,"3.134.008,75"
ABBEY'S GAL,İNGİLTERE,İngiliz,1.0,39.0,5.0,10.0,6.0,3.0,5.0,13.0,26.0,15.0,8.0,13.0,"202.280,00"
BE MY DAME,İNGİLTERE,İngiliz,1.0,38.0,5.0,4.0,7.0,7.0,4.0,13.0,11.0,18.0,18.0,11.0,"116.820,00"
DEUCES OVER SEVEN,ABD,İngiliz,1.0,38.0,5.0,5.0,3.0,3.0,3.0,13.0,13.0,8.0,8.0,8.0,"114.405,00"
GELİNİM,TÜRKİYE,İngiliz,3.0,38.0,5.0,4.0,2.0,4.0,5.0,13.0,11.0,5.0,11.0,13.0,"310.720,00"
