Kısrak,Ülke Adı,Irk Adı,Koşan Tay Adet,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Kazanç
MISS TEPECİK,TÜRKİYE,Arap,3.0,113.0,9.0,13.0,12.0,6.0,12.0,8.0,12.0,11.0,5.0,11.0,"1.896.576,25"
RİZE GÜZELİ,TÜRKİYE,Arap,6.0,114.0,9.0,11.0,9.0,9.0,7.0,8.0,10.0,8.0,8.0,6.0,"687.592,50"
CENNET KUŞU,TÜRKİYE,Arap,5.0,119.0,9.0,14.0,10.0,11.0,14.0,8.0,12.0,8.0,9.0,12.0,"3.116.693,75"
MARIA CENY,TÜRKİYE,İngiliz,9.0,112.0,9.0,10.0,13.0,7.0,12.0,8.0,9.0,12.0,6.0,11.0,"1.521.871,25"
YONCA.4,TÜRKİYE,Arap,6.0,108.0,9.0,10.0,5.0,9.0,11.0,8.0,9.0,5.0,8.0,10.0,"306.970,00"
NEDİMEM,TÜRKİYE,Arap,6.0,110.0,9.0,7.0,13.0,10.0,12.0,8.0,6.0,12.0,9.0,11.0,"2.270.691,25"
HIGH LITE,İNGİLTERE,İngiliz,4.0,110.0,9.0,10.0,12.0,11.0,11.0,8.0,9.0,11.0,10.0,10.0,"612.685,00"
HAVE A NICE DAY,TÜRKİYE,İngiliz,4.0,108.0,9.0,17.0,12.0,9.0,12.0,8.0,16.0,11.0,8.0,11.0,"1.166.115,00"
KISS STORM,TÜRKİYE,İngiliz,5.0,111.0,9.0,14.0,11.0,16.0,12.0,8.0,13.0,10.0,14.0,11.0,"1.514.381,25"
İTİLŞAN,TÜRKİYE,Arap,5.0,109.0,9.0,12.0,7.0,7.0,8.0,8.0,11.0,6.0,6.0,7.0,"2.293.878,75"
ŞERZETÜLHAVVA.13,TÜRKİYE,Arap,2.0,119.0,9.0,10.0,8.0,11.0,20.0,8.0,8.0,7.0,9.0,17.0,",00"
NAZIMA.15,TÜRKİYE,Arap,1.0,107.0,9.0,18.0,9.0,21.0,17.0,8.0,17.0,8.0,20.0,16.0,",00"
SERENDAZ,TÜRKİYE,Arap,5.0,114.0,9.0,7.0,11.0,8.0,13.0,8.0,6.0,10.0,7.0,11.0,"1.136.641,25"
UÇANAY,TÜRKİYE,Arap,7.0,108.0,9.0,7.0,10.0,11.0,12.0,8.0,6.0,9.0,10.0,11.0,"1.653.915,00"
NO WARNING,ABD,İngiliz,4.0,109.0,9.0,12.0,6.0,12.0,8.0,8.0,11.0,6.0,11.0,7.0,"706.887,50"
SOFTLY,ABD,İngiliz,2.0,109.0,9.0,9.0,13.0,10.0,12.0,8.0,8.0,12.0,9.0,11.0,"572.463,79"
BELUGA,TÜRKİYE,İngiliz,6.0,136.0,9.0,10.0,7.0,12.0,15.0,7.0,7.0,5.0,9.0,11.0,"275.810,00"
CONSISTENT,İRLANDA,İngiliz,3.0,137.0,9.0,12.0,9.0,10.0,19.0,7.0,9.0,7.0,7.0,14.0,"3.347,50"
EKVATÖR,TÜRKİYE,İngiliz,5.0,129.0,9.0,13.0,17.0,12.0,9.0,7.0,10.0,13.0,9.0,7.0,"119.542,50"
EXTRAS,TÜRKİYE,İngiliz,6.0,124.0,9.0,16.0,20.0,9.0,9.0,7.0,13.0,16.0,7.0,7.0,"418.917,80"
ALARA I,TÜRKİYE,İngiliz,2.0,124.0,9.0,14.0,22.0,8.0,9.0,7.0,11.0,18.0,6.0,7.0,"356.975,00"
MONA LİSA I,TÜRKİYE,İngiliz,8.0,138.0,9.0,14.0,7.0,17.0,13.0,7.0,10.0,5.0,12.0,9.0,"310.735,00"
SPRING IS GREY,İRLANDA,İngiliz,5.0,125.0,9.0,17.0,11.0,19.0,8.0,7.0,14.0,9.0,15.0,6.0,"20.870,00"
ZALARA,İNGİLTERE,İngiliz,4.0,128.0,9.0,9.0,16.0,17.0,12.0,7.0,7.0,12.0,13.0,9.0,"305.348,30"
İZABEL,TÜRKİYE,Arap,7.0,129.0,9.0,7.0,9.0,11.0,11.0,7.0,5.0,7.0,9.0,9.0,"151.870,00"
MESRURE.39,TÜRKİYE,Arap,3.0,126.0,9.0,7.0,7.0,14.0,10.0,7.0,6.0,6.0,11.0,8.0,"1.469,00"
AHUDUDU,TÜRKİYE,Arap,5.0,130.0,9.0,10.0,5.0,15.0,16.0,7.0,8.0,4.0,12.0,12.0,"252.060,00"
EKOLETTA,POLONYA,Arap,12.0,130.0,9.0,10.0,11.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,"414.390,00"
ZUHAL.9,TÜRKİYE,Arap,6.0,123.0,9.0,16.0,13.0,4.0,8.0,7.0,13.0,11.0,3.0,7.0,"205.110,00"
MEVLÜDE,TÜRKİYE,Arap,7.0,125.0,9.0,9.0,7.0,11.0,14.0,7.0,7.0,6.0,9.0,11.0,"292.000,00"
SÜREYYA,TÜRKİYE,İngiliz,3.0,127.0,9.0,11.0,12.0,14.0,12.0,7.0,9.0,9.0,11.0,9.0,"420.155,00"
MISS GÜLÜMSÜN,TÜRKİYE,İngiliz,6.0,131.0,9.0,5.0,8.0,7.0,15.0,7.0,4.0,6.0,5.0,11.0,"207.460,00"
TURUNÇ,İRLANDA,İngiliz,9.0,126.0,9.0,13.0,13.0,8.0,8.0,7.0,10.0,10.0,6.0,6.0,"747.215,00"
ZARAFET,TÜRKİYE,Arap,8.0,138.0,9.0,20.0,14.0,10.0,13.0,7.0,14.0,10.0,7.0,9.0,"596.660,00"
VEBRISSA,RUSYA(A),Arap,8.0,134.0,9.0,10.0,11.0,11.0,4.0,7.0,7.0,8.0,8.0,3.0,"369.510,00"
MADAM ELI,İRLANDA,İngiliz,4.0,132.0,9.0,13.0,7.0,12.0,14.0,7.0,10.0,5.0,9.0,11.0,"437.800,00"
GOLD WAY,FRANSA,İngiliz,7.0,134.0,9.0,12.0,19.0,16.0,22.0,7.0,9.0,14.0,12.0,16.0,"506.263,42"
DİLNUR,TÜRKİYE,Arap,7.0,133.0,9.0,7.0,9.0,10.0,10.0,7.0,5.0,7.0,8.0,8.0,"232.410,00"
SASHA,TÜRKİYE,Arap,6.0,135.0,9.0,10.0,11.0,10.0,11.0,7.0,7.0,8.0,7.0,8.0,"438.860,00"
FİRUZAN,TÜRKİYE,Arap,10.0,132.0,9.0,7.0,11.0,16.0,14.0,7.0,5.0,8.0,12.0,11.0,"1.709.263,75"
NURCİHAN,TÜRKİYE,Arap,3.0,135.0,9.0,6.0,16.0,11.0,11.0,7.0,4.0,12.0,8.0,8.0,"339.660,00"
EMERALD CUT,İNGİLTERE,İngiliz,3.0,130.0,9.0,12.0,10.0,12.0,15.0,7.0,9.0,8.0,9.0,12.0,"279.550,00"
KARGÜLÜ,TÜRKİYE,Arap,5.0,122.0,9.0,14.0,14.0,11.0,13.0,7.0,11.0,11.0,9.0,11.0,"428.350,00"
ŞERAHLI,TÜRKİYE,Arap,8.0,121.0,9.0,11.0,5.0,15.0,17.0,7.0,9.0,4.0,12.0,14.0,"887.338,75"
FERİHA,TÜRKİYE,Arap,7.0,132.0,9.0,10.0,6.0,18.0,18.0,7.0,8.0,5.0,14.0,14.0,"404.106,25"
LALE DEVRİ,TÜRKİYE,İngiliz,7.0,123.0,9.0,4.0,13.0,11.0,7.0,7.0,3.0,11.0,9.0,6.0,"708.848,75"
ŞİVELİ,TÜRKİYE,Arap,9.0,138.0,9.0,6.0,5.0,13.0,9.0,7.0,4.0,4.0,9.0,7.0,"342.232,50"
RIGOLETTA,TÜRKİYE,İngiliz,6.0,133.0,9.0,20.0,10.0,18.0,12.0,7.0,15.0,8.0,14.0,9.0,"804.661,25"
PERFECT STYLE,TÜRKİYE,İngiliz,6.0,129.0,9.0,6.0,20.0,20.0,18.0,7.0,5.0,16.0,16.0,14.0,"1.002.918,75"
ÇIKMAZ SOKAK,TÜRKİYE,Arap,8.0,130.0,9.0,6.0,13.0,10.0,7.0,7.0,5.0,10.0,8.0,5.0,"410.431,25"
RÜZGARIM,TÜRKİYE,Arap,5.0,134.0,9.0,18.0,16.0,12.0,23.0,7.0,13.0,12.0,9.0,17.0,"1.028.406,25"
PSİNEF,TÜRKİYE,İngiliz,8.0,127.0,9.0,11.0,9.0,17.0,12.0,7.0,9.0,7.0,13.0,9.0,"780.891,25"
MALİKE.14,TÜRKİYE,Arap,6.0,128.0,9.0,12.0,15.0,12.0,19.0,7.0,9.0,12.0,9.0,15.0,"325.880,00"
DİLBER,TÜRKİYE,Arap,4.0,123.0,9.0,10.0,8.0,12.0,15.0,7.0,8.0,7.0,10.0,12.0,"193.455,00"
MUKADERİM,TÜRKİYE,Arap,6.0,129.0,9.0,13.0,16.0,13.0,14.0,7.0,10.0,12.0,10.0,11.0,"1.870.810,00"
ESRAM,TÜRKİYE,Arap,6.0,130.0,9.0,12.0,10.0,8.0,12.0,7.0,9.0,8.0,6.0,9.0,"2.076.660,00"
GÖNÜL SULTAN,TÜRKİYE,Arap,5.0,129.0,9.0,19.0,12.0,8.0,13.0,7.0,15.0,9.0,6.0,10.0,"2.759.556,25"
ELLA,TÜRKİYE,İngiliz,6.0,124.0,9.0,11.0,9.0,11.0,10.0,7.0,9.0,7.0,9.0,8.0,"1.536.068,75"
SUNEKSPRES,TÜRKİYE,Arap,4.0,122.0,9.0,11.0,10.0,13.0,11.0,7.0,9.0,8.0,11.0,9.0,"2.190.430,00"
RACİA.4/62,TÜRKİYE,Arap,1.0,125.0,9.0,15.0,10.0,14.0,17.0,7.0,12.0,8.0,11.0,14.0,",00"
BALCA,TÜRKİYE,İngiliz,6.0,146.0,9.0,9.0,14.0,6.0,9.0,6.0,6.0,10.0,4.0,6.0,"258.855,00"
FELIGIRL,TÜRKİYE,İngiliz,8.0,144.0,9.0,15.0,13.0,12.0,18.0,6.0,10.0,9.0,8.0,12.0,"275.560,00"
IDLE DAYS,İNGİLTERE,İngiliz,1.0,148.0,9.0,26.0,19.0,24.0,17.0,6.0,18.0,13.0,16.0,11.0,"248.635,00"
PEÇENEK,TÜRKİYE,İngiliz,6.0,158.0,9.0,8.0,8.0,22.0,7.0,6.0,5.0,5.0,14.0,4.0,"331.215,00"
ŞAHİDE.50,TÜRKİYE,Arap,10.0,161.0,9.0,11.0,7.0,6.0,10.0,6.0,7.0,4.0,4.0,6.0,"291.840,00"
BAHARGÜLÜ,TÜRKİYE,Arap,5.0,159.0,9.0,13.0,12.0,13.0,18.0,6.0,8.0,8.0,8.0,11.0,"240.125,00"
NAZIMA.21/90,TÜRKİYE,Arap,5.0,156.0,9.0,17.0,12.0,9.0,21.0,6.0,11.0,8.0,6.0,13.0,"335.180,00"
TUNÇ YUNT,TÜRKİYE,Arap,4.0,149.0,9.0,11.0,17.0,13.0,10.0,6.0,7.0,11.0,9.0,7.0,"362.400,00"
ÖZLEM.7,TÜRKİYE,Arap,5.0,153.0,9.0,15.0,8.0,14.0,14.0,6.0,10.0,5.0,9.0,9.0,"122.707,50"
GOOD BYE,FRANSA,İngiliz,6.0,139.0,9.0,9.0,12.0,17.0,20.0,6.0,6.0,9.0,12.0,14.0,"411.050,00"
SİSLİKIR,TÜRKİYE,Arap,8.0,160.0,9.0,7.0,12.0,14.0,17.0,6.0,4.0,8.0,9.0,11.0,"365.660,00"
GÖZÜMNURU,TÜRKİYE,Arap,6.0,157.0,9.0,17.0,17.0,13.0,12.0,6.0,11.0,11.0,8.0,8.0,"418.760,00"
ASLIGÜL,TÜRKİYE,Arap,3.0,147.0,9.0,12.0,17.0,16.0,13.0,6.0,8.0,12.0,11.0,9.0,"530.550,00"
ŞAHGÜL,TÜRKİYE,Arap,5.0,140.0,9.0,11.0,9.0,14.0,15.0,6.0,8.0,6.0,10.0,11.0,"410.310,00"
HEROIKA,TÜRKİYE,İngiliz,6.0,144.0,9.0,10.0,15.0,18.0,17.0,6.0,7.0,10.0,12.0,12.0,"764.762,50"
KONUKKIZI,TÜRKİYE,Arap,8.0,145.0,9.0,10.0,10.0,11.0,7.0,6.0,7.0,7.0,8.0,5.0,"349.640,00"
BUĞRA,TÜRKİYE,Arap,8.0,153.0,9.0,7.0,17.0,12.0,8.0,6.0,5.0,11.0,8.0,5.0,"625.965,00"
FLAMMA VESTALIS,İRLANDA,İngiliz,8.0,150.0,9.0,15.0,6.0,15.0,13.0,6.0,10.0,4.0,10.0,9.0,"296.835,00"
EYLÜL RÜZGARI,TÜRKİYE,Arap,10.0,144.0,9.0,13.0,8.0,9.0,5.0,6.0,9.0,6.0,6.0,3.0,"530.020,00"
HIZMA,TÜRKİYE,Arap,7.0,147.0,9.0,11.0,11.0,11.0,16.0,6.0,7.0,7.0,7.0,11.0,"662.603,75"
DİŞEPS,TÜRKİYE,İngiliz,5.0,156.0,9.0,14.0,14.0,14.0,16.0,6.0,9.0,9.0,9.0,10.0,"1.662.858,75"
OLIVE LADY,TÜRKİYE,İngiliz,3.0,139.0,9.0,8.0,12.0,20.0,24.0,6.0,6.0,9.0,14.0,17.0,"751.572,50"
ÇİLLİM,TÜRKİYE,İngiliz,4.0,145.0,9.0,11.0,12.0,13.0,17.0,6.0,8.0,8.0,9.0,12.0,"699.131,25"
PROSERPINE,İNGİLTERE,İngiliz,7.0,139.0,9.0,16.0,20.0,17.0,13.0,6.0,12.0,14.0,12.0,9.0,"1.056.465,00"
NURCAN.1,TÜRKİYE,Arap,4.0,150.0,9.0,13.0,13.0,13.0,17.0,6.0,9.0,9.0,9.0,11.0,",00"
YILIŞIK,TÜRKİYE,Arap,4.0,145.0,9.0,9.0,18.0,12.0,16.0,6.0,6.0,12.0,8.0,11.0,"1.014.966,25"
KENNDREA,TÜRKİYE,İngiliz,3.0,149.0,9.0,22.0,13.0,18.0,23.0,6.0,15.0,9.0,12.0,15.0,"1.294.703,75"
ALIRMAK,TÜRKİYE,Arap,5.0,141.0,9.0,16.0,13.0,13.0,18.0,6.0,11.0,9.0,9.0,13.0,"1.843.098,75"
MERCEDES I,TÜRKİYE,İngiliz,7.0,140.0,9.0,10.0,12.0,13.0,12.0,6.0,7.0,9.0,9.0,9.0,"34.575,00"
MAKAY,TÜRKİYE,Arap,7.0,148.0,9.0,14.0,15.0,15.0,13.0,6.0,9.0,10.0,10.0,9.0,"2.605.253,75"
MISS ÇAKAR,TÜRKİYE,İngiliz,4.0,141.0,9.0,12.0,12.0,17.0,13.0,6.0,9.0,9.0,12.0,9.0,"1.472.131,25"
KIWANI BAY,İNGİLTERE,İngiliz,7.0,162.0,9.0,21.0,20.0,20.0,16.0,6.0,13.0,12.0,12.0,10.0,"2.410.588,75"
KENDİR,TÜRKİYE,Arap,7.0,140.0,9.0,7.0,17.0,8.0,13.0,6.0,5.0,12.0,6.0,9.0,"1.353.020,00"
MEBRUKE.61,TÜRKİYE,Arap,3.0,144.0,9.0,10.0,10.0,18.0,16.0,6.0,7.0,7.0,12.0,11.0,",00"
RÜKÜŞKIZ,TÜRKİYE,Arap,5.0,157.0,9.0,8.0,22.0,19.0,15.0,6.0,5.0,14.0,12.0,10.0,"2.384.780,00"
AGAPIA,TÜRKİYE,İngiliz,5.0,178.0,9.0,15.0,14.0,19.0,18.0,5.0,8.0,8.0,11.0,10.0,"386.410,00"
FLOWER DELIVERY,ABD,İngiliz,5.0,190.0,9.0,25.0,17.0,22.0,22.0,5.0,13.0,9.0,12.0,12.0,"630.020,10"
IVANA,TÜRKİYE,İngiliz,6.0,185.0,9.0,10.0,14.0,22.0,19.0,5.0,5.0,8.0,12.0,10.0,"319.190,00"
NOVENTA Y NUEVE,İSPANYA,İngiliz,6.0,172.0,9.0,16.0,16.0,18.0,15.0,5.0,9.0,9.0,10.0,9.0,"406.130,00"
ROCHEA,İNGİLTERE,İngiliz,6.0,195.0,9.0,13.0,26.0,22.0,22.0,5.0,7.0,13.0,11.0,11.0,"493.430,00"
KARAİNCİ.23,TÜRKİYE,Arap,7.0,174.0,9.0,23.0,14.0,11.0,12.0,5.0,13.0,8.0,6.0,7.0,"387.450,00"
MATRA.36,TÜRKİYE,Arap,5.0,183.0,9.0,9.0,8.0,16.0,30.0,5.0,5.0,4.0,9.0,16.0,"48,00"
ALEV.10,TÜRKİYE,Arap,4.0,174.0,9.0,22.0,14.0,23.0,18.0,5.0,13.0,8.0,13.0,10.0,",00"
BLUE SKY,TÜRKİYE,İngiliz,6.0,173.0,9.0,12.0,19.0,13.0,15.0,5.0,7.0,11.0,8.0,9.0,"550.720,00"
GÜRFİDAN,TÜRKİYE,İngiliz,6.0,170.0,9.0,16.0,17.0,17.0,18.0,5.0,9.0,10.0,10.0,11.0,"472.650,00"
DEZİ,TÜRKİYE,Arap,8.0,164.0,9.0,10.0,11.0,14.0,17.0,5.0,6.0,7.0,9.0,10.0,"391.050,00"
PEÇELİ,TÜRKİYE,Arap,8.0,170.0,9.0,10.0,20.0,11.0,22.0,5.0,6.0,12.0,6.0,13.0,"499.680,00"
EBRULE,TÜRKİYE,Arap,9.0,194.0,9.0,21.0,15.0,21.0,18.0,5.0,11.0,8.0,11.0,9.0,"588.740,63"
KÜÇÜKKEDER,TÜRKİYE,Arap,8.0,188.0,9.0,17.0,14.0,19.0,17.0,5.0,9.0,7.0,10.0,9.0,"581.925,00"
MİNE.10,TÜRKİYE,Arap,5.0,167.0,9.0,9.0,19.0,13.0,21.0,5.0,5.0,11.0,8.0,13.0,"301.140,00"
EDASOYLU,TÜRKİYE,Arap,6.0,187.0,9.0,10.0,14.0,13.0,23.0,5.0,5.0,7.0,7.0,12.0,"1.200.185,00"
EZO ŞAH,TÜRKİYE,İngiliz,5.0,164.0,9.0,12.0,22.0,17.0,16.0,5.0,7.0,13.0,10.0,10.0,"713.575,00"
SAVAGE CAT,TÜRKİYE,İngiliz,3.0,164.0,9.0,14.0,12.0,22.0,19.0,5.0,9.0,7.0,13.0,12.0,"927.591,25"
NURTEN,TÜRKİYE,Arap,6.0,175.0,9.0,12.0,14.0,18.0,26.0,5.0,7.0,8.0,10.0,15.0,"3.385.372,50"
MY JOBA,TÜRKİYE,İngiliz,11.0,222.0,9.0,17.0,21.0,27.0,22.0,4.0,8.0,9.0,12.0,10.0,"567.170,00"
ROZAMENTE,TÜRKİYE,İngiliz,7.0,200.0,9.0,14.0,13.0,20.0,22.0,4.0,7.0,6.0,10.0,11.0,"355.020,00"
SÜBEYHİ.23,TÜRKİYE,Arap,8.0,204.0,9.0,15.0,11.0,17.0,17.0,4.0,7.0,5.0,8.0,8.0,"4.254,00"
CANKAT.1,TÜRKİYE,Arap,9.0,217.0,9.0,17.0,13.0,16.0,23.0,4.0,8.0,6.0,7.0,11.0,"206.270,00"
SERTAP,TÜRKİYE,Arap,12.0,245.0,9.0,20.0,10.0,20.0,25.0,4.0,8.0,4.0,8.0,10.0,"662.750,00"
ERGÜL HANIM,TÜRKİYE,Arap,5.0,246.0,9.0,23.0,41.0,38.0,30.0,4.0,9.0,17.0,15.0,12.0,"2.333.326,25"
TERRESTRIAL,TÜRKİYE,İngiliz,7.0,336.0,9.0,31.0,50.0,37.0,35.0,3.0,9.0,15.0,11.0,10.0,"211.311,00"
NAZİME,TÜRKİYE,Arap,12.0,282.0,9.0,10.0,11.0,21.0,32.0,3.0,4.0,4.0,7.0,11.0,"107.970,00"
GÜLŞEKER,TÜRKİYE,Arap,1.0,13.0,8.0,1.0,0.0,2.0,1.0,62.0,8.0,0.0,15.0,8.0,"3.164.350,00"
DOMATES GÜZELİ,TÜRKİYE,Arap,1.0,14.0,8.0,1.0,3.0,0.0,0.0,57.0,7.0,21.0,0.0,0.0,"6.354.375,00"
SNOWBERG,ABD,İngiliz,1.0,17.0,8.0,4.0,2.0,0.0,0.0,47.0,24.0,12.0,0.0,0.0,"204.075,00"
BAGETTE,TÜRKİYE,İngiliz,3.0,17.0,8.0,4.0,0.0,4.0,1.0,47.0,24.0,0.0,24.0,6.0,",00"
GÜNSÜR,TÜRKİYE,Arap,2.0,17.0,8.0,2.0,3.0,0.0,1.0,47.0,12.0,18.0,0.0,6.0,"2.002.317,50"
ALL DAY,ŞİLİ,İngiliz,1.0,18.0,8.0,0.0,1.0,4.0,0.0,44.0,0.0,6.0,22.0,0.0,"349.612,50"
NİL.3,TÜRKİYE,Arap,1.0,18.0,8.0,4.0,2.0,1.0,1.0,44.0,22.0,11.0,6.0,6.0,",00"
SABAH.15,TÜRKİYE,Arap,1.0,18.0,8.0,3.0,1.0,2.0,2.0,44.0,17.0,6.0,11.0,11.0,",00"
WENONA,TÜRKİYE,İngiliz,2.0,19.0,8.0,2.0,1.0,2.0,2.0,42.0,11.0,5.0,11.0,11.0,"3.429.732,50"
TAMINAS GIFT,İNGİLTERE,İngiliz,2.0,21.0,8.0,6.0,3.0,0.0,2.0,38.0,29.0,14.0,0.0,10.0,"357.700,00"
SELİNCAN,TÜRKİYE,İngiliz,2.0,21.0,8.0,2.0,2.0,3.0,1.0,38.0,10.0,10.0,14.0,5.0,"2.124.308,75"
CHARMING LEGACY,İRLANDA,İngiliz,1.0,21.0,8.0,0.0,4.0,2.0,1.0,38.0,0.0,19.0,10.0,5.0,"2.638.516,88"
SEDDIFI,TÜRKİYE,İngiliz,3.0,22.0,8.0,5.0,3.0,0.0,2.0,36.0,23.0,14.0,0.0,9.0,"14.732.276,25"
BAY OF MIST,İNGİLTERE,İngiliz,5.0,23.0,8.0,4.0,3.0,3.0,2.0,35.0,17.0,13.0,13.0,9.0,"1.820,00"
MICHELLE HICKS,İNGİLTERE,İngiliz,2.0,23.0,8.0,5.0,1.0,2.0,1.0,35.0,22.0,4.0,9.0,4.0,"156.330,00"
WATERFALL,ABD,İngiliz,1.0,23.0,8.0,2.0,3.0,1.0,3.0,35.0,9.0,13.0,4.0,13.0,"75.220,00"
UNITY,İRLANDA,İngiliz,3.0,23.0,8.0,4.0,1.0,3.0,3.0,35.0,17.0,4.0,13.0,13.0,"4.717.947,20"
SİELA,TÜRKİYE,İngiliz,2.0,23.0,8.0,5.0,4.0,1.0,1.0,35.0,22.0,17.0,4.0,4.0,"3.639.902,50"
FAKİR SOFRASI,TÜRKİYE,İngiliz,2.0,25.0,8.0,3.0,2.0,2.0,2.0,32.0,12.0,8.0,8.0,8.0,",00"
BUREAU AMBITION,İRLANDA,İngiliz,2.0,25.0,8.0,0.0,3.0,5.0,1.0,32.0,0.0,12.0,20.0,4.0,"474.461,25"
OMINOUS,İNGİLTERE,İngiliz,2.0,26.0,8.0,9.0,1.0,1.0,2.0,31.0,35.0,4.0,4.0,8.0,"143.930,00"
GRISELDA,TÜRKİYE,İngiliz,1.0,26.0,8.0,7.0,1.0,4.0,1.0,31.0,27.0,4.0,15.0,4.0,",00"
BOSTORGAY,TÜRKİYE,İngiliz,2.0,26.0,8.0,6.0,4.0,3.0,0.0,31.0,23.0,15.0,12.0,0.0,"1.563.770,00"
MOTHER OF DRAGONS,TÜRKİYE,İngiliz,3.0,27.0,8.0,6.0,2.0,4.0,5.0,30.0,22.0,7.0,15.0,19.0,"3.451.310,00"
AVVENTURA,ABD,İngiliz,1.0,27.0,8.0,2.0,5.0,3.0,3.0,30.0,7.0,19.0,11.0,11.0,"1.876.052,50"
ÖMÜRÇINARI,TÜRKİYE,Arap,1.0,27.0,8.0,3.0,1.0,2.0,4.0,30.0,11.0,4.0,7.0,15.0,"2.606.431,25"
SENORA GATO,ABD,İngiliz,2.0,27.0,8.0,4.0,7.0,3.0,1.0,30.0,15.0,26.0,11.0,4.0,"4.610.550,00"
STAR ARRANGEMENT,İNGİLTERE,İngiliz,1.0,28.0,8.0,6.0,2.0,0.0,4.0,29.0,21.0,7.0,0.0,14.0,"305.617,50"
YESO,İNGİLTERE,İngiliz,4.0,28.0,8.0,1.0,2.0,0.0,1.0,29.0,4.0,7.0,0.0,4.0,"1.002.880,00"
MARISSOL,TÜRKİYE,İngiliz,1.0,28.0,8.0,7.0,7.0,1.0,2.0,29.0,25.0,25.0,4.0,7.0,",00"
KARA HİLAL,TÜRKİYE,İngiliz,1.0,28.0,8.0,2.0,5.0,2.0,4.0,29.0,7.0,18.0,7.0,14.0,"1.885.511,25"
