Jokey,Koşu,1.,2.,3.,4.,5.,1.%,2.%,3.%,4.%,5.%,Jokey Kısaltması
MEHMET KESKİN,4935.0,347.0,367.0,393.0,434.0,548.0,7.0,7.0,8.0,9.0,11.0,M.KESKİN
BEKİR MERT MIRIK,3123.0,343.0,301.0,364.0,308.0,336.0,11.0,10.0,12.0,10.0,11.0,B.M.MIRIK
CUMA DURSUN,4724.0,343.0,395.0,418.0,482.0,468.0,7.0,8.0,9.0,10.0,10.0,C.DURSUN
ZİYA MUTLU,3860.0,341.0,356.0,362.0,409.0,334.0,9.0,9.0,9.0,11.0,9.0,Z.MUTLU
ETEM METİN,4225.0,331.0,392.0,408.0,402.0,381.0,8.0,9.0,10.0,10.0,9.0,E.METİN
ŞERİF KARAGÖZ,3886.0,327.0,380.0,480.0,553.0,469.0,8.0,10.0,12.0,14.0,12.0,Ş.KARAGÖZ
VEDAT KIZMAZ,3577.0,312.0,344.0,356.0,353.0,335.0,9.0,10.0,10.0,10.0,9.0,V.KIZMAZ
ŞİNASİ GÖKÇE,3665.0,310.0,405.0,401.0,409.0,415.0,8.0,11.0,11.0,11.0,11.0,Ş.GÖKÇE
VELAT DEMİR,4446.0,310.0,375.0,328.0,422.0,453.0,7.0,8.0,7.0,9.0,10.0,V.DEMİR
ERSİN KILIK,3421.0,304.0,325.0,323.0,314.0,278.0,9.0,10.0,9.0,9.0,8.0,E.KILIK
SELİM İPEK,4279.0,303.0,330.0,340.0,379.0,420.0,7.0,8.0,8.0,9.0,10.0,S.İPEK
HARUN KILIÇARSLAN,4343.0,303.0,332.0,393.0,419.0,423.0,7.0,8.0,9.0,10.0,10.0,H.KILIÇARSLAN
MAHSUN DEMİRBAŞ,2868.0,302.0,275.0,275.0,283.0,289.0,11.0,10.0,10.0,10.0,10.0,M.DEMİRBAŞ
BURHAN KILINÇ,3165.0,301.0,318.0,335.0,315.0,361.0,10.0,10.0,11.0,10.0,11.0,B.KILINÇ
MÜSLÜM BAYDAN,3382.0,301.0,380.0,366.0,374.0,410.0,9.0,11.0,11.0,11.0,12.0,M.BAYDAN
BURAK BEKTAŞ,3212.0,295.0,336.0,368.0,330.0,339.0,9.0,10.0,11.0,10.0,11.0,B.BEKTAŞ
FATİH RÜSTEM BEBEK,4370.0,294.0,397.0,444.0,433.0,464.0,7.0,9.0,10.0,10.0,11.0,F.R.BEBEK
RESUL ALTINBAŞ,2429.0,290.0,322.0,351.0,306.0,236.0,12.0,13.0,14.0,13.0,10.0,R.ALTINBAŞ
NURİ ŞÖLEN,3227.0,290.0,303.0,275.0,283.0,263.0,9.0,9.0,9.0,9.0,8.0,N.ŞÖLEN
HÜSEYİN ŞİMŞEK,4404.0,288.0,311.0,347.0,392.0,455.0,7.0,7.0,8.0,9.0,10.0,H.ŞİMŞEK
GALİP KILIÇ,2998.0,282.0,283.0,304.0,305.0,303.0,9.0,9.0,10.0,10.0,10.0,G.KILIÇ
MEHMET GÖNÜLTAŞ,4059.0,282.0,372.0,346.0,354.0,395.0,7.0,9.0,9.0,9.0,10.0,M.GÖNÜLTAŞ
İSA KATAR,3221.0,281.0,296.0,276.0,306.0,281.0,9.0,9.0,9.0,10.0,9.0,İ.KATAR
ALİCAN İNCİ,3211.0,280.0,332.0,296.0,316.0,323.0,9.0,10.0,9.0,10.0,10.0,A.İNCİ
GÖKHAN BEKTAŞ,4567.0,278.0,275.0,332.0,386.0,355.0,6.0,6.0,7.0,8.0,8.0,G.BEKTAŞ
ORHAN SEZİK,4235.0,277.0,319.0,341.0,376.0,426.0,7.0,8.0,8.0,9.0,10.0,O.SEZİK
AHMET TAŞ,3299.0,273.0,277.0,285.0,289.0,242.0,8.0,8.0,9.0,9.0,7.0,A.TAŞ
MERT ALİ SOLMAZ,3376.0,272.0,303.0,350.0,345.0,344.0,8.0,9.0,10.0,10.0,10.0,M.A.SOLMAZ
ONUR ATMACA,4141.0,272.0,362.0,377.0,424.0,455.0,7.0,9.0,9.0,10.0,11.0,O.ATMACA
TUGAY ALICI,3859.0,272.0,319.0,344.0,375.0,379.0,7.0,8.0,9.0,10.0,10.0,T.ALICI
ALİ KILIÇ,2263.0,269.0,293.0,275.0,271.0,180.0,12.0,13.0,12.0,12.0,8.0,A.KILIÇ
BORA SERİNKAYA,4373.0,269.0,293.0,362.0,374.0,375.0,6.0,7.0,8.0,9.0,9.0,B.SERİNKAYA
REMZİ DOĞAN,3292.0,268.0,300.0,293.0,296.0,300.0,8.0,9.0,9.0,9.0,9.0,R.DOĞAN
YÜCEL BİLİK,3527.0,265.0,257.0,263.0,285.0,342.0,8.0,7.0,7.0,8.0,10.0,Y.BİLİK
AHMET OLUK,3159.0,265.0,297.0,295.0,288.0,278.0,8.0,9.0,9.0,9.0,9.0,A.OLUK
UFUK AKAY,3596.0,263.0,294.0,346.0,340.0,382.0,7.0,8.0,10.0,9.0,11.0,U.AKAY
HAKAN YILDIZ,3571.0,261.0,311.0,344.0,352.0,384.0,7.0,9.0,10.0,10.0,11.0,H.YILDIZ
HALİS YILDIZ,3109.0,256.0,265.0,304.0,305.0,377.0,8.0,9.0,10.0,10.0,12.0,H.YILDIZ
NİYAZİ KONUK,3238.0,256.0,271.0,296.0,263.0,333.0,8.0,8.0,9.0,8.0,10.0,N.KONUK
HÜSEYİN ALTUNKILIÇ,2838.0,254.0,267.0,294.0,317.0,288.0,9.0,9.0,10.0,11.0,10.0,H.ALTUNKILIÇ
HASAN ALTUNDAĞ,2877.0,252.0,269.0,280.0,280.0,250.0,9.0,9.0,10.0,10.0,9.0,H.ALTUNDAĞ
YUSUF CENGİZ,3062.0,250.0,238.0,253.0,254.0,280.0,8.0,8.0,8.0,8.0,9.0,Y.CENGİZ
İSMAİL DİNAR,4375.0,239.0,289.0,322.0,369.0,450.0,5.0,7.0,7.0,8.0,10.0,İ.DİNAR
ERAY ÇİZİK,2217.0,238.0,242.0,257.0,240.0,246.0,11.0,11.0,12.0,11.0,11.0,E.ÇİZİK
SERCAN TIRPAN,3589.0,238.0,295.0,302.0,320.0,358.0,7.0,8.0,8.0,9.0,10.0,S.TIRPAN
SAMİ KAPLAN,2837.0,236.0,224.0,226.0,255.0,266.0,8.0,8.0,8.0,9.0,9.0,S.KAPLAN
METİN HAMEDİ,3728.0,234.0,269.0,314.0,384.0,366.0,6.0,7.0,8.0,10.0,10.0,M.HAMEDİ
RAMAZAN ALTUNBAŞ,2945.0,232.0,233.0,279.0,289.0,297.0,8.0,8.0,9.0,10.0,10.0,R.ALTUNBAŞ
HALİL POLAT,3570.0,232.0,304.0,322.0,373.0,390.0,6.0,9.0,9.0,10.0,11.0,H.POLAT
ORHAN KANDUR,2140.0,230.0,265.0,317.0,261.0,443.0,11.0,12.0,15.0,12.0,21.0,O.KANDUR
NİZAMETTİN DEMİR,2437.0,229.0,239.0,232.0,268.0,281.0,9.0,10.0,10.0,11.0,12.0,N.DEMİR
MESUT AKBULUT,3377.0,229.0,258.0,310.0,306.0,358.0,7.0,8.0,9.0,9.0,11.0,M.AKBULUT
HALEF KATI,3341.0,228.0,258.0,270.0,302.0,304.0,7.0,8.0,8.0,9.0,9.0,H.KATI
MEHMET EMİN DOĞAN,2678.0,223.0,276.0,220.0,247.0,244.0,8.0,10.0,8.0,9.0,9.0,M.E.DOĞAN
MERT GÖKALP ARSLAN,2988.0,223.0,274.0,275.0,279.0,303.0,7.0,9.0,9.0,9.0,10.0,M.G.ARSLAN
ERDAL YAVUZ,2177.0,222.0,216.0,177.0,199.0,174.0,10.0,10.0,8.0,9.0,8.0,E.YAVUZ
